,fluxes,kcat,MW,kcat_MW,equ
GUAtpp_num1,0.0,,,,gua_p --> gua_c
HYD2pp_num1,0.0,,,,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
HYXNtpp_num1,0.0,,,,hxan_p --> hxan_c
NACtpp,0.0,,,,nac_p --> nac_c
FE3DCITabcpp,0.0,,,,atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c
CPGNtonex,0.0,,,,cpgn_e + h_p --> cpgn_p + h_c
GLCRtex_num1,0.0,1684509.733,41.2198,40866.51883318211,glcr_e --> glcr_p
GLCNtex_num1,0.0,1684509.733,41.2198,40866.51883318211,glcn_e --> glcn_p
GLCURtex_num1,0.0,1684509.733,41.2198,40866.51883318211,glcur_e --> glcur_p
GLNtex_num1,0.0,1684509.733,121.1044,13909.566729202244,gln__L_e --> gln__L_p
O2tex_num1,30.40587152942381,1684509.733,41.2198,40866.51883318211,o2_e --> o2_p
EX_ppa_e,0.0,,,,ppa_e --> 
OCTAtex_num1,0.0,1684509.733,41.2198,40866.51883318211,octa_e --> octa_p
ORNtex_num1,0.0,1684509.733,41.2198,40866.51883318211,orn_e --> orn_p
ECOAH5_num1,0.23033839414521073,4002840.0,77.0722,51936.23641209152,3hddcoa_c --> dd2coa_c + h2o_c
DHFS,0.00043300097134746433,145659.744,45.4057,3207.961643582193,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c
CITt7pp,0.0,,,,cit_p + succ_c --> cit_c + succ_p
CRNt7pp,0.0,,,,crn_p + gbbtn_c --> crn_c + gbbtn_p
EX_ni2_e,0.0,,,,ni2_e --> 
EX_no_e,0.0,,,,no_e --> 
CHLabcpp,0.0,,,,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c
DGSNt2pp,0.0,,,,dgsn_p + h_p --> dgsn_c + h_c
DINSt2pp,0.0,,,,din_p + h_p --> din_c + h_c
DURIt2pp_num1,0.0,,,,duri_p + h_p --> duri_c + h_c
FE2abcpp,0.0,,,,atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c
FRUptspp,0.0,,,,fru_p + pep_c --> f1p_c + pyr_c
FUCtpp,0.0,,,,fuc__L_p + h_p --> fuc__L_c + h_c
FUMt2_2pp,0.0,,,,fum_p + 2.0 h_p --> fum_c + 2.0 h_c
FUMt2_3pp_num1,0.0,,,,fum_p + 3.0 h_p --> fum_c + 3.0 h_c
FEENTERtonex,0.0,,,,feenter_e + h_p --> feenter_p + h_c
CSNt2pp,0.0,,,,csn_p + h_p --> csn_c + h_c
CYNTt2pp,0.0,,,,cynt_p + h_p --> cynt_c + h_c
CYTDt2pp_copy1_num1,0.0,,,,cytd_p + h_p --> cytd_c + h_c
CYTDt2pp_copy2,0.0,,,,cytd_p + h_p --> cytd_c + h_c
DADNt2pp_num1,0.0,,,,dad_2_p + h_p --> dad_2_c + h_c
DCYTt2pp_num1,0.0,,,,dcyt_p + h_p --> dcyt_c + h_c
DDGLCNt2rpp,0.0,,,,2ddglcn_p + h_p --> 2ddglcn_c + h_c
RMNtex_num1,0.0,1684509.733,117.9999,14275.518309761283,rmn_e --> rmn_p
EX_meoh_e,1.2944722611285306e-06,,,,meoh_e --> 
MALTTRtexi,0.0,30256880.93,149.7367,202067.23488630372,malttr_e --> malttr_p
MALTTTRtexi,0.0,30256880.93,149.7367,202067.23488630372,maltttr_e --> maltttr_p
MALTPTtexi,0.0,30256880.93,149.7367,202067.23488630372,maltpt_e --> maltpt_p
MALTtexi,0.0,30256880.93,149.7367,202067.23488630372,malt_e --> malt_p
GLCtex_copy1,10.0,,,,glc__D_e --> glc__D_p
FE3DCITtonex,0.0,,,,fe3dcit_e + h_p --> fe3dcit_p + h_c
PHEtex_num1,0.0,1684509.733,41.2198,40866.51883318211,phe__L_e --> phe__L_p
PItex_num1,0.6243278549590634,1684509.733,41.2198,40866.51883318211,pi_e --> pi_p
ACGAMK,0.0,37204.74,33.0427,1125.9594403605029,acgam_c + atp_c --> acgam6p_c + adp_c + h_c
METS_num1,0.0,525691.975,135.997,3865.4674367816933,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c
EX_cu2_e,0.0,,,,cu2_e --> 
CYSabc2pp,0.0,,,,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c
PRASCSi,0.2898284558498983,,,,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c
TRSARr_num1,0.0,874800.0,123.2023,7100.516792300145,2h3oppan_c + h_c + nadh_c --> glyc__R_c + nad_c
LYXI,0.0,,,,lyx__L_c --> xylu__L_c
EX_pheme_e,-0.0,,,,pheme_e --> 
PNTOtex_num1,0.0,1684509.733,41.2198,40866.51883318211,pnto__R_e --> pnto__R_p
PPPNtex_num1,0.0,1684509.733,41.2198,40866.51883318211,pppn_e --> pppn_p
PPTtex_num1,0.0,1684509.733,41.2198,40866.51883318211,ppt_e --> ppt_p
PTRCtex_num1,0.0,1684509.733,41.2198,40866.51883318211,ptrc_e --> ptrc_p
PYRtex_num1,0.0,1684509.733,41.2198,40866.51883318211,pyr_e --> pyr_p
DSERtex_num1,0.0,1684509.733,41.2198,40866.51883318211,ser__D_e --> ser__D_p
SERtex_num1,0.0,1684509.733,41.2198,40866.51883318211,ser__L_e --> ser__L_p
SO4tex_num1,0.16298700239869243,1684509.733,41.2198,40866.51883318211,so4_e --> so4_p
SPMDtex_num1,0.0,1684509.733,117.9999,14275.518309761283,spmd_e --> spmd_p
SUCCtex_num1,0.0,1684509.733,41.2198,40866.51883318211,succ_e --> succ_p
SUCRtex_num1,0.0,1684509.733,41.2198,40866.51883318211,sucr_e --> sucr_p
TARTRtex_num1,0.0,1684509.733,41.2198,40866.51883318211,tartr__L_e --> tartr__L_p
TAURtex_num1,0.0,1684509.733,41.2198,40866.51883318211,taur_e --> taur_p
THRtex_num1,0.0,1684509.733,41.2198,40866.51883318211,thr__L_e --> thr__L_p
THMDtex_num1,0.0,1684509.733,41.2198,40866.51883318211,thymd_e --> thymd_p
CBIuabcpp,0.0,3042.0,153.4278,19.826915330859208,atp_c + cbi_p + h2o_c --> adp_c + cbi_c + h_c + pi_c
METDtex_num1,0.0,1684509.733,41.2198,40866.51883318211,met__D_e --> met__D_p
METtex_num1,0.0,1684509.733,41.2198,40866.51883318211,met__L_e --> met__L_p
MNLtex_num1,0.0,1684509.733,116.766,14426.371829128342,mnl_e --> mnl_p
NAtex_num1,0.0,1684509.733,41.2198,40866.51883318211,na1_e --> na1_p
NACtex_num1,0.0,1684509.733,41.2198,40866.51883318211,nac_e --> nac_p
NH4tex_num1,0.0,1684509.733,116.766,14426.371829128342,nh4_e --> nh4_p
URIH_num1,0.0,22102.0,33.8229,653.4625948691568,h2o_c + uri_c --> rib__D_c + ura_c
XTSNH,0.0,36206.74285,32.5608,1111.973380568045,h2o_c + xtsn_c --> rib__D_c + xan_c
INSH,0.0,66220.40002,32.5608,2033.7461002186678,h2o_c + ins_c --> hxan_c + rib__D_c
BUTtex_num1,0.0,1684509.733,41.2198,40866.51883318211,but_e --> but_p
CHLtex_num1,0.0,1684509.733,41.2198,40866.51883318211,chol_e --> chol_p
CO2tex_num1,0.0,1684509.733,41.2198,40866.51883318211,co2_e --> co2_p
CRNtex_num1,0.0,1684509.733,41.2198,40866.51883318211,crn_e --> crn_p
PPK2,0.0,,,,atp_c + ppi_c --> adp_c + pppi_c
DINStex_num1,0.0,1684509.733,41.2198,40866.51883318211,din_e --> din_p
DMStex_num1,0.0,1684509.733,41.2198,40866.51883318211,dms_e --> dms_p
CSNtex_num1,0.0,1684509.733,41.2198,40866.51883318211,csn_e --> csn_p
CYNTtex_num1,0.0,1684509.733,117.9999,14275.518309761283,cynt_e --> cynt_p
CYStex_num1,0.0,1684509.733,41.2198,40866.51883318211,cys__L_e --> cys__L_p
CYTDtex_num1,0.0,1684509.733,41.2198,40866.51883318211,cytd_e --> cytd_p
DCAtex_num1,0.0,1684509.733,41.2198,40866.51883318211,dca_e --> dca_p
DCYTtex,0.0,,,,dcyt_e --> dcyt_p
DGSNtex_num1,0.0,1684509.733,41.2198,40866.51883318211,dgsn_e --> dgsn_p
MTHFR2,0.09990672187776942,315370.9091,132.4109,2381.759425394737,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c
ASPO3,0.001474403905429078,,,,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c
ASPO5,0.0,,,,asp__L_c + fum_c --> h_c + iasp_c + succ_c
ASPO4,0.0,,,,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c
ASPO6,0.0,7169.22,60.3374,118.81884204490083,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c
LCTStex_num1,0.0,1684509.733,41.2198,40866.51883318211,lcts_e --> lcts_p
LEUtex_num1,0.0,1684509.733,41.2198,40866.51883318211,leu__L_e --> leu__L_p
LYStex_num1,0.0,1684509.733,41.2198,40866.51883318211,lys__L_e --> lys__L_p
LYXtex_num1,0.0,1684509.733,41.2198,40866.51883318211,lyx__L_e --> lyx__L_p
MANtex_num1,0.0,1684509.733,41.2198,40866.51883318211,man_e --> man_p
MAN6Ptex_num1,0.0,1684509.733,117.9999,14275.518309761283,man6p_e --> man6p_p
MELIBtex_num1,0.0,1684509.733,41.2198,40866.51883318211,melib_e --> melib_p
DMSOtex_num1,0.0,1684509.733,41.2198,40866.51883318211,dmso_e --> dmso_p
DURItex,0.0,,,,duri_e --> duri_p
EX_mal__D_e,0.0,,,,mal__D_e --> 
FRUtex_num1,0.0,1684509.733,41.2198,40866.51883318211,fru_e --> fru_p
FUCtex_num1,0.0,1684509.733,41.2198,40866.51883318211,fuc__L_e --> fuc__L_p
FUMtex_num1,0.0,1684509.733,41.2198,40866.51883318211,fum_e --> fum_p
ACACT5r_num1,0.0,1200988584.0,81.7524,14690560.570698842,accoa_c + dcacoa_c --> 3oddcoa_c + coa_c
MALDDH,0.0,,,,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c
FE2tex_num1,0.0,1684509.733,116.766,14426.371829128342,fe2_e --> fe2_p
NMNtex_num1,0.0,1684509.733,41.2198,40866.51883318211,nmn_e --> nmn_p
NO2tex_num1,0.0,1684509.733,41.2198,40866.51883318211,no2_e --> no2_p
DHPS2,0.00043300097134746433,277279.9754,61.2302,4528.483908267489,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c
MTHFC,0.5692156984415311,10664400.0,62.0875,171764.0426816992,h2o_c + methf_c --> 10fthf_c + h_c
MTHFD,0.5692156984415311,630387.6923,62.0875,10153.2142911214,mlthf_c + nadp_c --> methf_c + nadph_c
BUTt2rpp,0.0,,,,but_p + h_p --> but_c + h_c
CADVtpp,0.0,,,,15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c
QULNS,0.001474403905429078,,,,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
ALKP,0.0,253046.88,20.7798,12177.541651026477,dhap_c + h2o_c --> dha_c + pi_c
GDPtex_num1,0.0,1684509.733,121.1044,13909.566729202244,gdp_e --> gdp_p
EX_cobalt2_e,0.0,,,,cobalt2_e --> 
TMAtex_num1,0.0,1684509.733,41.2198,40866.51883318211,tma_e --> tma_p
TMAOtex_num1,0.0,1684509.733,41.2198,40866.51883318211,tmao_e --> tmao_p
TREtex_num1,0.0,1684509.733,41.2198,40866.51883318211,tre_e --> tre_p
L_LACD3_num1,0.0,608580.0,104.2689,5836.639688344271,lac__L_c + mqn8_c --> mql8_c + pyr_c
L_LACD2_num1,0.0,608580.0,104.2689,5836.639688344271,lac__L_c + q8_c --> pyr_c + q8h2_c
ACACT6r_num1,0.0973624366485213,1200988584.0,46.5305,25810781.83127196,accoa_c + ddcacoa_c --> 3otdcoa_c + coa_c
TRPtex_num1,0.0,1684509.733,41.2198,40866.51883318211,trp__L_e --> trp__L_p
TSULtex_num1,0.0,1684509.733,41.2198,40866.51883318211,tsul_e --> tsul_p
TYRtex_num1,0.0,1684509.733,41.2198,40866.51883318211,tyr__L_e --> tyr__L_p
URAtex_num1,0.0,1684509.733,41.2198,40866.51883318211,ura_e --> ura_p
UREAtex_num1,0.0,1684509.733,41.2198,40866.51883318211,urea_e --> urea_p
URItex,0.0,,,,uri_e --> uri_p
VALtex_num1,0.0,1684509.733,41.2198,40866.51883318211,val__L_e --> val__L_p
XANtex_num1,0.0,1684509.733,41.2198,40866.51883318211,xan_e --> xan_p
XYLtex_num1,0.0,1684509.733,41.2198,40866.51883318211,xyl__D_e --> xyl__D_p
ABUTtex_num1,0.0,1684509.733,41.2198,40866.51883318211,4abut_e --> 4abut_p
FORtppi_num1,0.0,,,,for_c --> for_p
DATPHs,0.0,,,,datp_c + h2o_c + h_c --> ditp_c + nh4_c
GLCTR1,0.0,,,,icolipa_c + udpg_c --> gicolipa_c + h_c + udp_c
LIPAabcpp,0.0,,,,atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c
LIPACabcpp,0.0,,,,atp_c + h2o_c + lipa_cold_c --> adp_c + h_c + lipa_cold_p + pi_c
GGGABADr,0.0,,,,ggbutal_c + h2o_c + nadp_c --> gg4abut_c + 2.0 h_c + nadph_c
EX_mso3_e,0.0,,,,mso3_e --> 
EX_23camp_e,0.0,,,,23camp_e --> 
EX_23cgmp_e,0.0,,,,23cgmp_e --> 
EX_23cump_e,0.0,,,,23cump_e --> 
EX_3amp_e,0.0,,,,3amp_e --> 
EX_3gmp_e,0.0,,,,3gmp_e --> 
EX_3ump_e,0.0,,,,3ump_e --> 
EX_glyc__R_e,-0.0,,,,glyc__R_e --> 
EX_eca4colipa_e,-0.0,,,,eca4colipa_e --> 
GLYOX3,0.0,3001.81091,62.38,48.12136758576466,h2o_c + mthgxl_c --> h_c + lac__D_c
FDMO3,0.0,,,,ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c
FDMO4,0.0,2963.999999,166.9451,17.754339594273805,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c
BUTSO3abcpp_num1,0.0,,,,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c
ETHSO3abcpp,0.0,,,,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c
EX_sel_e,0.0,,,,sel_e --> 
EX_hg2_e,-0.0,,,,hg2_e --> 
O16GLCT1,0.0,,,,aragund_c + udpg_c --> garagund_c + h_c + udp_c
O16AP2pp,0.0,,,,o16a2und_p + o16aund_p --> h_p + o16a3und_p + udcpdp_p
O16AP3pp,0.0,,,,o16a3und_p + o16aund_p --> h_p + o16a4und_p + udcpdp_p
O16A4Lpp,0.0,,,,colipa_p + o16a4und_p --> h_p + o16a4colipa_p + udcpdp_p
MALTATr,0.0,,,,accoa_c + malt_c --> acmalt_c + coa_c
DHBSH,0.0,,,,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c
ENTERES,0.0,,,,enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c
FEOXAMUtex,0.0,,,,feoxam_un_p + h_p --> feoxam_un_e + h_c
ARBTNtpp,0.0,,,,arbtn_c + h_p --> arbtn_p + h_c
ARBTNtex,0.0,,,,arbtn_p + h_p --> arbtn_e + h_c
23CAMPtex_num1,0.0,1684509.733,41.2198,40866.51883318211,23camp_e --> 23camp_p
23CCMPtex_num1,0.0,1684509.733,41.2198,40866.51883318211,23ccmp_e --> 23ccmp_p
23CUMPtex_num1,0.0,1684509.733,41.2198,40866.51883318211,23cump_e --> 23cump_p
23CGMPtex_num1,0.0,1684509.733,41.2198,40866.51883318211,23cgmp_e --> 23cgmp_p
3AMPtex_num1,0.0,1684509.733,41.2198,40866.51883318211,3amp_e --> 3amp_p
3CMPtex_num1,0.0,1684509.733,41.2198,40866.51883318211,3cmp_e --> 3cmp_p
LADGMDH,0.0,,,,LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c
ALAGLUE,0.0,24867.25714,34.674,717.1730155159487,LalaDglu_c --> LalaLglu_c
FEENTERtpp,0.0,,,,enter_c + h_p --> enter_p + h_c
FEENTERtex,0.0,,,,enter_p + h_p --> enter_e + h_c
FE3HOXUtpp,0.0,,,,fe3hox_un_p + h_p --> fe3hox_un_e + h_c
FEOXAMUtpp,0.0,,,,feoxam_un_c + h_p --> feoxam_un_p + h_c
FECRMUtpp,0.0,,,,fecrm_un_c + h_p --> fecrm_un_p + h_c
FE3HOXR2,0.0,,,,2.0 fe3hox_c + fmnh2_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + fmn_c + 2.0 h_c
PTRCt2pp_num1,0.0,,,,h_p + ptrc_p --> h_c + ptrc_c
GGGABAH,0.0,,,,gg4abut_c + h2o_c --> 4abut_c + glu__L_c
FRULYSK,0.0,,,,atp_c + frulys_c --> adp_c + frulysp_c + h_c
FDMO6,0.0,,,,fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c
SULFACabcpp,0.0,,,,atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c
ETHSO3tex_num1,0.0,1684509.733,41.2198,40866.51883318211,ethso3_e --> ethso3_p
BUTSO3tex_num1,0.0,1684509.733,41.2198,40866.51883318211,butso3_e --> butso3_p
LIPOtex_num1,0.0,1684509.733,117.9999,14275.518309761283,lipoate_e --> lipoate_p
CYANSTpp,0.0,524520.0,11.4753,45708.608925256856,cyan_p + tsul_p --> h_p + so3_p + tcynt_p
MCPST,0.0,1722768.546,30.8118,55912.62263158919,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c
PHEMEabcpp,0.0,,,,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c
METSOX1abcpp,0.0,,,,atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c
GALBDtex_num1,0.0,1684509.733,117.9999,14275.518309761283,gal_bD_e --> gal_bD_p
LIPAHT2ex,0.0,,,,colipa_e + h_e + hdca_e --> h2o_e + hacolipa_e
LIPAHTex,0.0,,,,h_e + hdca_e + lipa_e --> h2o_e + halipa_e
ECAP1pp,0.0,,,,2.0 unagamuf_p --> eca2und_p + h_p + udcpdp_p
UDCPDPpp_num1,0.0,,,,h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p
ECAP2pp,0.0,,,,eca2und_p + unagamuf_p --> eca3und_p + h_p + udcpdp_p
ECA4OALpp,0.0,,,,colipa_p + eca4und_p --> eca4colipa_p + h_p + udcpdp_p
FE3Ri,0.0,,,,fadh2_c + 2.0 fe3_c --> fad_c + 2.0 fe2_c + 2.0 h_c
FE3HOXR3,0.0,,,,2.0 fe3hox_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c + ribflv_c
FEENTERR1,0.0,,,,fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c
FEENTERR3,0.0,,,,2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
SULFACtex_num1,0.0,1684509.733,116.766,14426.371829128342,sulfac_e --> sulfac_p
EX_sulfac_e,0.0,,,,sulfac_e --> 
EX_butso3_e,0.0,,,,butso3_e --> 
EX_ethso3_e,0.0,,,,ethso3_e --> 
NODOy,0.0,564859.3846,43.8677,12876.43037132104,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c
GALM2pp,0.0,19093275.0,38.1905,499948.28556840046,gal_bD_p --> gal_p
CU1abcpp,0.0,11088.0,87.8731,126.18196012203964,atp_c + cu_c + h2o_c --> adp_c + cu_p + h_c + pi_c
HG2abcpp,0.0,,,,atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c
GLCTR3,0.0,,,,ggagicolipa_c + udpg_c --> gggagicolipa_c + h_c + udp_c
HEPT4,0.0,,,,adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c
LA4NTpp,0.0,,,,colipa_p + uLa4n_p --> acolipa_p + udcpp_p
NODOx,0.0,663895.3846,43.8677,15134.0367650914,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c
NOtex_num1,0.0,1684509.733,41.2198,40866.51883318211,no_e --> no_p
NOtpp,0.0,,,,no_p --> no_c
NHFRBO,0.0,660250.2856,258.3403,2555.738634661336,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c
N2Otpp,0.0,,,,n2o_p --> n2o_c
N2Otex_num1,0.0,1684509.733,41.2198,40866.51883318211,n2o_e --> n2o_p
CRNt8pp,0.0,,,,crn__D_c + crn_p --> crn__D_p + crn_c
CRNt2rpp,0.0,,,,crn_p + h_p --> crn_c + h_c
CRNDt2rpp,0.0,,,,crn__D_p + h_p --> crn__D_c + h_c
CTBTt2rpp,0.0,,,,ctbt_p + h_p --> ctbt_c + h_c
42A12BOOXpp,0.0,92996.39999,168.7573,551.0659390141938,dopa_p + h2o_p + o2_p --> 34dhpac_p + h2o2_p + nh4_p
TYROXDApp,0.0,89301.08688999998,168.7573,529.1687345673342,h2o_p + o2_p + tym_p --> 4hoxpacd_p + h2o2_p + nh4_p
PACALDt2rpp,0.0,,,,h_p + pacald_p --> h_c + pacald_c
PEAMNtex_num1,0.0,1684509.733,41.2198,40866.51883318211,peamn_e --> peamn_p
PACALDtex_num1,0.0,1684509.733,41.2198,40866.51883318211,pacald_e --> pacald_p
LIPOt2pp,0.0,,,,h_p + lipoate_p --> h_c + lipoate_c
NTRIR4pp,0.0,,,,2.0 h_p + 3.0 mql8_c + no2_p --> 2.0 h2o_p + 3.0 mqn8_c + nh4_p
NTRIR3pp,0.0,,,,2.0 h_p + no2_p + 3.0 q8h2_c --> 2.0 h2o_p + nh4_p + 3.0 q8_c
INOSTt4pp,0.0,,,,inost_p + na1_p --> inost_c + na1_c
PHEMEtiex,0.0,,,,pheme_p --> pheme_e
AGM3PA,0.0,,,,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c
CYANtex_num1,0.0,1684509.733,41.2198,40866.51883318211,cyan_e --> cyan_p
SO3tex_num1,0.0,1684509.733,41.2198,40866.51883318211,so3_e --> so3_p
TCYNTtex_num1,0.0,1684509.733,41.2198,40866.51883318211,tcynt_e --> tcynt_p
ACANTHAT,0.0,,,,accoa_c + anth_c --> acanth_c + coa_c
METSOX2abcpp,0.0,,,,atp_c + h2o_c + metsox_R__L_p --> adp_c + h_c + metsox_R__L_c + pi_c
METSOX1tex_num1,0.0,1684509.733,41.2198,40866.51883318211,metsox_S__L_e --> metsox_S__L_p
METSOX2tex_num1,0.0,1684509.733,41.2198,40866.51883318211,metsox_R__L_e --> metsox_R__L_p
3UMPtex_num1,0.0,1684509.733,41.2198,40866.51883318211,3ump_e --> 3ump_p
3GMPtex_num1,0.0,1684509.733,41.2198,40866.51883318211,3gmp_e --> 3gmp_p
FALDtpp,0.0,,,,fald_p --> fald_c
EX_tym_e,-0.0,,,,tym_e --> 
METSOXR1_num1,0.0,313919.8154,101.4054,3095.691308352416,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2_num1,0.0,313919.8154,48.0506,6533.109168251801,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
DAPAL,0.0,216683.7231,86.6551,2500.530529651457,23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c
AMPTASECG_num1,0.0,463205.4545,277.08099999999996,1671.7330112855084,cgly_c + h2o_c --> cys__L_c + gly_c
EX_imp_e,0.0,,,,imp_e --> 
DOPAtex_num1,0.0,1684509.733,41.2198,40866.51883318211,dopa_e --> dopa_p
4HOXPACDtex_num1,0.0,1684509.733,41.2198,40866.51883318211,4hoxpacd_e --> 4hoxpacd_p
LACZpp,0.0,1911960.0,83.46,22908.698777857662,h2o_p + lcts_p --> gal_p + glc__D_p
GPDDA1pp,0.0,35568.78667,81.6867,435.42934982071745,g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p
GPDDA5pp,0.0,,,,g3pi_p + h2o_p --> glyc3p_p + h_p + inost_p
ETHAtex_num1,0.0,1684509.733,41.2198,40866.51883318211,etha_e --> etha_p
G3PStex_num1,0.0,1684509.733,41.2198,40866.51883318211,g3ps_e --> g3ps_p
FEENTERR2,0.0,,,,2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c
FLVR_num1,0.0,91896.13566,26.241999999999997,3501.8724053044734,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c
FE3HOXR1,0.0,,,,fadh2_c + 2.0 fe3hox_c --> fad_c + 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c
FEENTERexs,0.0,,,,enter_e + fe3_e --> feenter_e
FE3HOXexs,0.0,,,,fe3_e + fe3hox_un_e --> fe3hox_e
FECRMR3,0.0,,,,2.0 fecrm_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c + ribflv_c
FDMO2,0.0,2963.999999,166.9451,17.754339594273805,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c
LALGP,0.0,23962536.0,105.8308,226423.08288324386,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c
AGM4PApp_num1,0.0,,,,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
AGM4PA,0.0,,,,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c
RNDR3b_num1,0.0,,,,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
RNDR4b_num1,0.0,,,,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
ACGAL1Ptex_num1,0.0,1684509.733,41.2198,40866.51883318211,acgal1p_e --> acgal1p_p
ACGALtex_num1,0.0,1684509.733,41.2198,40866.51883318211,acgal_e --> acgal_p
GLCUR1Ptex_num1,0.0,1684509.733,41.2198,40866.51883318211,glcur1p_e --> glcur1p_p
UDPGLCURtex_num1,0.0,1684509.733,41.2198,40866.51883318211,udpglcur_e --> udpglcur_p
UDPGALPpp,0.0,1256580.0,60.824,20659.279231882152,h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p
UACGAMPpp,0.0,1256580.0,60.824,20659.279231882152,h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p
UACGALPpp,0.0,1256580.0,60.824,20659.279231882152,h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p
UGLCURPpp,0.0,,,,h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p
FEROpp_num1,0.0,8621.217392,56.5562,152.43629154716905,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p
ISETACabcpp_num1,0.0,,,,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c
ISETACtex_num1,0.0,1684509.733,41.2198,40866.51883318211,isetac_e --> isetac_p
GUR1PPpp,0.0,,,,glcur1p_p + h2o_p --> glcur_p + pi_p
UDPGtex_num1,0.0,1684509.733,41.2198,40866.51883318211,udpg_e --> udpg_p
ACGAL1PPpp,0.0,,,,acgal1p_p + h2o_p --> acgal_p + pi_p
UDPGALtex_num1,0.0,1684509.733,121.1044,13909.566729202244,udpgal_e --> udpgal_p
ACGAM1Ptex_num1,0.0,1684509.733,41.2198,40866.51883318211,acgam1p_e --> acgam1p_p
UACGAMtex_num1,0.0,1684509.733,41.2198,40866.51883318211,uacgam_e --> uacgam_p
UDPACGALtex_num1,0.0,1684509.733,41.2198,40866.51883318211,udpacgal_e --> udpacgal_p
