,fluxes,reduced_costs,equ
ACMANAptspp,0.0,-2.0,acmana_p + pep_c --> acmanap_c + pyr_c
ACNAMt2pp,0.0,-2.0,acnam_p + h_p --> acnam_c + h_c
CHOLD,0.0,-63.668269705274724,chol_c + nad_c --> betald_c + h_c + nadh_c
DRPA,0.0,-17.47702774894327,2dr5p_c --> acald_c + g3p_c
TKT2,0.8276265945881796,-9.26271922488371,e4p_c + xu5p__D_c --> f6p_c + g3p_c
EX_ch4_e,-0.0,-2.0,ch4_e --> 
FEENTERabcpp,0.0,-2.0000000000002274,atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c
FECRMabcpp,0.0,-2.0000000000002274,atp_c + fecrm_p + h2o_c --> adp_c + fecrm_c + h_c + pi_c
GAMtex,0.0,2.0,gam_e --> gam_p
GBBTNtex,0.0,-2.0,gbbtn_e --> gbbtn_p
ARBt2rpp,0.0,-2.0,arab__L_p + h_p --> arab__L_c + h_c
DAPabcpp,0.0,-2.0000000000002274,26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c
CO2tpp,0.0,2.0,co2_p --> co2_c
DHAtpp,0.0,2.0,dha_p --> dha_c
DMSOR1pp,0.0,257.61067206727444,dmso_p + mql8_c --> dms_p + h2o_p + mqn8_c
ARGabcpp,0.0,138.82102408940818,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c
ARGAGMt7pp,0.0,-2.0,agm_c + arg__L_p --> agm_p + arg__L_c
ASCBptspp,0.0,-1.9999999999999858,ascb__L_p + pep_c --> ascb6p_c + pyr_c
ASNt2rpp,0.0,2.0,asn__L_p + h_p --> asn__L_c + h_c
ASPabcpp,0.0,188.74250460900424,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c
ASPt2pp,0.0,43.92148051959657,asp__L_p + h_p --> asp__L_c + h_c
ASPt2_2pp,0.0,89.84296103919314,asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c
ASPt2_3pp,0.0,135.7644415587897,asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c
HIStex,0.0,-2.0,his__L_e --> his__L_p
HXAtex,0.0,-2.0,hxa_e --> hxa_p
HYXNtex,0.0,2.0,hxan_e --> hxan_p
IDONtex,0.0,-2.0,idon__L_e --> idon__L_p
ILEtex,0.0,-2.0,ile__L_e --> ile__L_p
INSTtex,0.0,-2.0,inost_e --> inost_p
INStex,0.0,-2.0,ins_e --> ins_p
Ktex,0.0818137666018706,-2.0,k_e --> k_p
D_LACtex,0.0,-2.0,lac__D_e --> lac__D_p
NTD8pp,0.0,-125.54489845893386,dgmp_p + h2o_p --> dgsn_p + pi_p
FRULYStex,0.0,-2.0,frulys_e --> frulys_p
EX_fad_e,0.0,3564158.180997893,fad_e --> 
GALCTt2rpp,0.0,-2.0,galct__D_p + h_p --> galct__D_c + h_c
GALt2pp,0.0,-2.0,gal_p + h_p --> gal_c + h_c
ASPtex,0.0,-2.0,asp__L_e --> asp__L_p
ABUTt2pp,0.0,0.0,4abut_p + h_p --> 4abut_c + h_c
CYSabcpp,0.0,192.74250460900453,atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c
SBTptspp,0.0,-2.0,pep_c + sbt__D_p --> pyr_c + sbt6p_c
TREHpp,0.0,-34.8690241541762,h2o_p + tre_p --> 2.0 glc__D_p
CYTBDpp,0.0,151.1378329914828,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c
CYTBD2pp,0.0,151.91620844272555,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c
ACALDtpp,0.0,-2.0,acald_p --> acald_c
ACt2rpp,0.0,2.0,ac_p + h_p --> ac_c + h_c
EX_fe3dcit_e,0.0,1358.181982563005,fe3dcit_e --> 
EX_fe3hox_e,-0.0,-2.0,fe3hox_e --> 
EX_fecrm_e,0.0,2.0,fecrm_e --> 
EX_feenter_e,-0.0,-2.0,feenter_e --> 
EX_feoxam_e,-0.0,-2.0,feoxam_e --> 
EX_cbi_e,-0.0,-2.0,cbi_e --> 
EX_arbtn_fe3_e,0.0,2.0,arbtn_fe3_e --> 
EX_cpgn_e,-0.0,-2.0,cpgn_e --> 
EX_adocbl_e,-0.0,-2.0,adocbl_e --> 
ATPS4rpp,30.435383144304584,-4.528291265309008,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c
INDOLEtex,0.0,-2.0,indole_e --> indole_p
L_LACtex,0.0,-2.0,lac__L_e --> lac__L_p
ACt4pp,0.002181638968419649,-2.0,ac_p + na1_p --> ac_c + na1_c
ADEt2rpp,0.0,2.0,ade_p + h_p --> ade_c + h_c
ADNt2pp_copy1,0.0,-2.0,adn_p + h_p --> adn_c + h_c
ADNt2pp_copy2,0.0,-2.0,adn_p + h_p --> adn_c + h_c
ALAabcpp,0.0,146.8210240894075,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c
ALLabcpp,0.0,-2.0000000000002274,all__D_p + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c
ALLTNt2rpp,0.0,2.0,alltn_p + h_p --> alltn_c + h_c
ARBabcpp,0.0,142.8210240894075,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c
ECOAH8,0.0,336.13471814918375,3hodcoa_c --> h2o_c + od2coa_c
GLCDpp,0.0,-0.20138217176136308,glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c
GUAtpp,0.0,2.0,gua_p --> gua_c
HYD2pp,0.0,43.539937270846764,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
HYXNtpp,0.0,2.0,hxan_p --> hxan_c
NACtpp,0.0,-2.0,nac_p --> nac_c
FE3DCITabcpp,0.0,-2.0000000000002274,atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c
CPGNtonex,0.0,-2.0,cpgn_e + h_p --> cpgn_p + h_c
GLCRtex,0.0,-2.0,glcr_e --> glcr_p
GLCNtex,0.0,2.0,glcn_e --> glcn_p
GLCURtex,0.0,2.0,glcur_e --> glcur_p
GLNtex,0.0,-2.0,gln__L_e --> gln__L_p
O2tex,9.456132583139864,-2.0,o2_e --> o2_p
EX_ppa_e,-0.0,-2.0,ppa_e --> 
OCTAtex,0.0,-2.0,octa_e --> octa_p
ORNtex,0.0,-2.0,orn_e --> orn_p
ECOAH5,0.1491645871433592,-57.157536492857616,3hddcoa_c --> dd2coa_c + h2o_c
DHFS,0.0002804066224539048,-1768.994947429921,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c
CITt7pp,0.0,-2.0,cit_p + succ_c --> cit_c + succ_p
CRNt7pp,0.0,-2.0,crn_p + gbbtn_c --> crn_c + gbbtn_p
EX_ni2_e,0.0,2.0,ni2_e --> 
EX_no_e,0.0,51.696093664580985,no_e --> 
CHLabcpp,0.0,142.82102408940818,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c
DGSNt2pp,0.0,-2.0,dgsn_p + h_p --> dgsn_c + h_c
DINSt2pp,0.0,-2.0,din_p + h_p --> din_c + h_c
DURIt2pp,0.0,-2.0,duri_p + h_p --> duri_c + h_c
FE2abcpp,0.0,188.74250460900407,atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c
FRUptspp,0.0,-2.0,fru_p + pep_c --> f1p_c + pyr_c
FUCtpp,0.0,2.0,fuc__L_p + h_p --> fuc__L_c + h_c
FUMt2_2pp,0.0,93.84296103919314,fum_p + 2.0 h_p --> fum_c + 2.0 h_c
FUMt2_3pp,0.0,139.7644415587897,fum_p + 3.0 h_p --> fum_c + 3.0 h_c
FEENTERtonex,0.0,-2.0,feenter_e + h_p --> feenter_p + h_c
CSNt2pp,0.0,-2.0,csn_p + h_p --> csn_c + h_c
CYNTt2pp,0.0,-2.0,cynt_p + h_p --> cynt_c + h_c
CYTDt2pp_copy1,0.0,-2.0,cytd_p + h_p --> cytd_c + h_c
CYTDt2pp_copy2,0.0,-2.0,cytd_p + h_p --> cytd_c + h_c
DADNt2pp,0.0,-2.0,dad_2_p + h_p --> dad_2_c + h_c
DCYTt2pp,0.0,-2.0,dcyt_p + h_p --> dcyt_c + h_c
DDGLCNt2rpp,0.0,-2.0,2ddglcn_p + h_p --> 2ddglcn_c + h_c
RMNtex,0.0,-2.0,rmn_e --> rmn_p
EX_meoh_e,8.38285866827915e-07,-2.0,meoh_e --> 
MALTTRtexi,0.0,-2.0,malttr_e --> malttr_p
MALTTTRtexi,0.0,-2.0,maltttr_e --> maltttr_p
MALTPTtexi,0.0,-2.0,maltpt_e --> maltpt_p
MALTtexi,0.0,-2.0,malt_e --> malt_p
GLCtex_copy1,10.0,-2.0,glc__D_e --> glc__D_p
FE3DCITtonex,0.0,-2.0,fe3dcit_e + h_p --> fe3dcit_p + h_c
PHEtex,0.0,-2.0,phe__L_e --> phe__L_p
PItex,0.40430778842877446,-2.0,pi_e --> pi_p
ACGAMK,0.0,5506.796525316096,acgam_c + atp_c --> acgam6p_c + adp_c + h_c
METS,0.06469848405884504,-2446.7732572354143,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c
EX_cu2_e,0.0,2.0,cu2_e --> 
CYSabc2pp,0.0,188.74250460900407,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c
PRASCSi,0.18768969072522376,-209.10439273388874,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c
TRSARr,0.0,-20.186474819147406,2h3oppan_c + h_c + nadh_c --> glyc__R_c + nad_c
LYXI,0.0,128.2109923968756,lyx__L_c --> xylu__L_c
EX_pheme_e,0.0,345117.01617659454,pheme_e --> 
PNTOtex,0.0,-2.0,pnto__R_e --> pnto__R_p
PPPNtex,0.0,2.0,pppn_e --> pppn_p
PPTtex,0.0,-2.0,ppt_e --> ppt_p
PTRCtex,0.0,-2.0,ptrc_e --> ptrc_p
PYRtex,0.0,2.0,pyr_e --> pyr_p
DSERtex,0.0,-2.0,ser__D_e --> ser__D_p
SERtex,0.0,2.0,ser__L_e --> ser__L_p
SO4tex,0.10554857349230333,-2.0,so4_e --> so4_p
SPMDtex,0.0,-2.0,spmd_e --> spmd_p
SUCCtex,0.0,2.0,succ_e --> succ_p
SUCRtex,0.0,-2.0,sucr_e --> sucr_p
TARTRtex,0.0,2.0,tartr__L_e --> tartr__L_p
TAURtex,0.0,2.0,taur_e --> taur_p
THRtex,0.0,-2.0,thr__L_e --> thr__L_p
THMDtex,0.0,2.0,thymd_e --> thymd_p
CBIuabcpp,0.0,-2.0000000000002274,atp_c + cbi_p + h2o_c --> adp_c + cbi_c + h_c + pi_c
METDtex,0.0,2.0,met__D_e --> met__D_p
METtex,0.0,-2.0,met__L_e --> met__L_p
MNLtex,0.0,2.0,mnl_e --> mnl_p
NAtex,0.0,-2.0,na1_e --> na1_p
NACtex,0.0,2.0,nac_e --> nac_p
NH4tex,4.5267080537216735,-2.0,nh4_e --> nh4_p
URIH,0.0,202.44492182878898,h2o_c + uri_c --> rib__D_c + ura_c
XTSNH,0.0,-4.176612680919334,h2o_c + xtsn_c --> rib__D_c + xan_c
INSH,0.10194729740841,-31.054202318657644,h2o_c + ins_c --> hxan_c + rib__D_c
BUTtex,0.0,2.0,but_e --> but_p
CHLtex,0.0,2.0,chol_e --> chol_p
CO2tex,0.0,2.0,co2_e --> co2_p
CRNtex,0.0,2.0,crn_e --> crn_p
PPK2,0.0,-134.77720825641015,atp_c + ppi_c --> adp_c + pppi_c
DINStex,0.0,2.0,din_e --> din_p
DMStex,0.0,2.0,dms_e --> dms_p
CSNtex,0.0,2.0,csn_e --> csn_p
CYNTtex,0.0,2.0,cynt_e --> cynt_p
CYStex,0.0,2.0,cys__L_e --> cys__L_p
CYTDtex,0.0,2.0,cytd_e --> cytd_p
DCAtex,0.0,2.0,dca_e --> dca_p
DCYTtex,0.0,-2.0,dcyt_e --> dcyt_p
DGSNtex,0.0,-2.0,dgsn_e --> dgsn_p
MTHFR2,0.06469848405884504,-440.94766349263955,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c
ASPO3,0.0,-147.73475559642054,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c
ASPO5,0.0,-99.48017820152705,asp__L_c + fum_c --> h_c + iasp_c + succ_c
ASPO4,0.0,-78.30609736928153,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c
ASPO6,0.0009548076023171426,-130.58492916529536,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c
LCTStex,0.0,2.0,lcts_e --> lcts_p
LEUtex,0.0,2.0,leu__L_e --> leu__L_p
LYStex,0.0,2.0,lys__L_e --> lys__L_p
LYXtex,0.0,2.0,lyx__L_e --> lyx__L_p
MANtex,0.0,2.0,man_e --> man_p
MAN6Ptex,0.0,-2.0,man6p_e --> man6p_p
MELIBtex,0.0,2.0,melib_e --> melib_p
DMSOtex,0.0,-2.0,dmso_e --> dmso_p
DURItex,0.0,2.0,duri_e --> duri_p
EX_mal__D_e,0.0,119.52879081959554,mal__D_e --> 
FRUtex,0.0,-2.0,fru_e --> fru_p
FUCtex,0.0,2.0,fuc__L_e --> fuc__L_p
FUMtex,0.0,-2.0,fum_e --> fum_p
ACACT5r,0.1491645871433592,-32.61107921338407,accoa_c + dcacoa_c --> 3oddcoa_c + coa_c
MALDDH,0.0,-62.33132327806311,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c
FE2tex,0.006731854653561571,-2.0,fe2_e --> fe2_p
NMNtex,0.0,-2.0,nmn_e --> nmn_p
NO2tex,0.0,-2.0,no2_e --> no2_p
DHPS2,0.0002804066224539048,-2742.239047842915,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c
MTHFC,0.36861776764855897,-10.053929998422973,h2o_c + methf_c --> 10fthf_c + h_c
MTHFD,0.36861776764855897,-10.053929998364765,mlthf_c + nadp_c --> methf_c + nadph_c
BUTt2rpp,0.0,2.0,but_p + h_p --> but_c + h_c
CADVtpp,0.0,7314.183952664824,15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c
QULNS,0.0009548076023171426,-1490.167793595878,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
ALKP,0.0,375.55844520633525,dhap_c + h2o_c --> dha_c + pi_c
GDPtex,0.0,-2.0,gdp_e --> gdp_p
EX_cobalt2_e,0.0,2.0,cobalt2_e --> 
TMAtex,0.0,-2.0,tma_e --> tma_p
TMAOtex,0.0,2.0,tmao_e --> tmao_p
TREtex,0.0,-2.0,tre_e --> tre_p
L_LACD3,0.0,38.06586524997654,lac__L_c + mqn8_c --> mql8_c + pyr_c
L_LACD2,0.0,-16.71720994525026,lac__L_c + q8_c --> pyr_c + q8h2_c
ACACT6r,0.11654520749335137,-38.89914612233406,accoa_c + ddcacoa_c --> 3otdcoa_c + coa_c
TRPtex,0.0,2.0,trp__L_e --> trp__L_p
TSULtex,0.0,2.0,tsul_e --> tsul_p
TYRtex,0.0,-2.0,tyr__L_e --> tyr__L_p
URAtex,0.0,2.0,ura_e --> ura_p
UREAtex,0.0,2.0,urea_e --> urea_p
URItex,0.0,-2.0,uri_e --> uri_p
VALtex,0.0,-2.0,val__L_e --> val__L_p
XANtex,0.0,-2.0,xan_e --> xan_p
XYLtex,0.0,-2.0,xyl__D_e --> xyl__D_p
ABUTtex,0.0,2.0,4abut_e --> 4abut_p
FORtppi,2.021880124407488,-2.0,for_c --> for_p
DATPHs,0.0,-2.0,datp_c + h2o_c + h_c --> ditp_c + nh4_c
GLCTR1,0.0,-71.45810827666264,icolipa_c + udpg_c --> gicolipa_c + h_c + udp_c
LIPAabcpp,0.0,-296.2947543242881,atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c
LIPACabcpp,0.0,-407.24480927915283,atp_c + h2o_c + lipa_cold_c --> adp_c + h_c + lipa_cold_p + pi_c
GGGABADr,0.0,256.87072637921494,ggbutal_c + h2o_c + nadp_c --> gg4abut_c + 2.0 h_c + nadph_c
EX_mso3_e,0.0,327.5887131067366,mso3_e --> 
EX_23camp_e,0.0,5898.274890983803,23camp_e --> 
EX_23cgmp_e,0.0,7294.307766478081,23cgmp_e --> 
EX_23cump_e,0.0,2350.373352688525,23cump_e --> 
EX_3amp_e,0.0,5979.751985661006,3amp_e --> 
EX_3gmp_e,0.0,7397.1397407455925,3gmp_e --> 
EX_3ump_e,0.0,2443.109103767884,3ump_e --> 
EX_glyc__R_e,0.0,338.0287055964296,glyc__R_e --> 
EX_eca4colipa_e,-0.0,-2.0,eca4colipa_e --> 
GLYOX3,0.0,1230.2207042707798,h2o_c + mthgxl_c --> h_c + lac__D_c
FDMO3,0.0,-273.8820721331531,ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c
FDMO4,0.0,-362.76771306701903,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c
BUTSO3abcpp,0.0,-2.0000000000002274,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c
ETHSO3abcpp,0.0,-2.0000000000002274,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c
EX_sel_e,0.0,2.0,sel_e --> 
EX_hg2_e,0.0,2.0,hg2_e --> 
O16GLCT1,0.0,-51.63417966680845,aragund_c + udpg_c --> garagund_c + h_c + udp_c
O16AP2pp,0.0,-206.22888350163703,o16a2und_p + o16aund_p --> h_p + o16a3und_p + udcpdp_p
O16AP3pp,0.0,-156.22551190573722,o16a3und_p + o16aund_p --> h_p + o16a4und_p + udcpdp_p
O16A4Lpp,0.0,-71.43894484976772,colipa_p + o16a4und_p --> h_p + o16a4colipa_p + udcpdp_p
MALTATr,0.0,-59.37617350491928,accoa_c + malt_c --> acmalt_c + coa_c
DHBSH,0.0,1242.3752336605867,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c
ENTERES,0.0,-134.98831195996985,enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c
FEOXAMUtex,0.0,-2.0,feoxam_un_p + h_p --> feoxam_un_e + h_c
ARBTNtpp,0.0,-2.0,arbtn_c + h_p --> arbtn_p + h_c
ARBTNtex,0.0,-2.0,arbtn_p + h_p --> arbtn_e + h_c
23CAMPtex,0.0,2.0,23camp_e --> 23camp_p
23CCMPtex,0.0,2.0,23ccmp_e --> 23ccmp_p
23CUMPtex,0.0,-2.0,23cump_e --> 23cump_p
23CGMPtex,0.0,2.0,23cgmp_e --> 23cgmp_p
3AMPtex,0.0,2.0,3amp_e --> 3amp_p
3CMPtex,0.0,-2.0,3cmp_e --> 3cmp_p
LADGMDH,0.0,488.17855088383726,LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c
ALAGLUE,0.0,-17.207969205768336,LalaDglu_c --> LalaLglu_c
FEENTERtpp,0.0,309.1932246280221,enter_c + h_p --> enter_p + h_c
FEENTERtex,0.0,-2.0,enter_p + h_p --> enter_e + h_c
FE3HOXUtpp,0.0,-2.0,fe3hox_un_p + h_p --> fe3hox_un_e + h_c
FEOXAMUtpp,0.0,-2.0,feoxam_un_c + h_p --> feoxam_un_p + h_c
FECRMUtpp,0.0,-2.0,fecrm_un_c + h_p --> fecrm_un_p + h_c
FE3HOXR2,0.0,-2.0,2.0 fe3hox_c + fmnh2_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + fmn_c + 2.0 h_c
PTRCt2pp,0.0,-2.0,h_p + ptrc_p --> h_c + ptrc_c
GGGABAH,0.0,-2.3104883207008697,gg4abut_c + h2o_c --> 4abut_c + glu__L_c
FRULYSK,0.0,-36.22457988562269,atp_c + frulys_c --> adp_c + frulysp_c + h_c
FDMO6,0.0,-556.3513925158431,fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c
SULFACabcpp,0.0,-2.0000000000002274,atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c
ETHSO3tex,0.0,-2.0,ethso3_e --> ethso3_p
BUTSO3tex,0.0,-2.0,butso3_e --> butso3_p
LIPOtex,0.0,2.0,lipoate_e --> lipoate_p
CYANSTpp,0.0,-38.38557915837229,cyan_p + tsul_p --> h_p + so3_p + tcynt_p
MCPST,0.0,-87.81952978490699,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c
PHEMEabcpp,0.0,-2.0,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c
METSOX1abcpp,0.0,-2.0,atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c
GALBDtex,0.0,2.0,gal_bD_e --> gal_bD_p
LIPAHT2ex,0.0,-2.0,colipa_e + h_e + hdca_e --> h2o_e + hacolipa_e
LIPAHTex,0.0,74257.85489326384,h_e + hdca_e + lipa_e --> h2o_e + halipa_e
ECAP1pp,0.0,-83.88964976023999,2.0 unagamuf_p --> eca2und_p + h_p + udcpdp_p
UDCPDPpp,0.0,-34.36042028971133,h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p
ECAP2pp,0.0,-40.71892624447355,eca2und_p + unagamuf_p --> eca3und_p + h_p + udcpdp_p
ECA4OALpp,0.0,-153.7823853010632,colipa_p + eca4und_p --> eca4colipa_p + h_p + udcpdp_p
FE3Ri,0.0,440.11795707312046,fadh2_c + 2.0 fe3_c --> fad_c + 2.0 fe2_c + 2.0 h_c
FE3HOXR3,0.0,-2.000000000187356,2.0 fe3hox_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c + ribflv_c
FEENTERR1,0.0,396.212217601103,fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c
FEENTERR3,0.0,-1.9999999999131433,2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
SULFACtex,0.0,-2.0,sulfac_e --> sulfac_p
EX_sulfac_e,0.0,558.1770364663553,sulfac_e --> 
EX_butso3_e,0.0,1864.6436848153057,butso3_e --> 
EX_ethso3_e,0.0,1314.5765958128486,ethso3_e --> 
NODOy,0.0,-77.50025324988383,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c
GALM2pp,0.0,23.369165870741913,gal_bD_p --> gal_p
CU1abcpp,0.0,188.74250460900407,atp_c + cu_c + h2o_c --> adp_c + cu_p + h_c + pi_c
HG2abcpp,0.0,142.82102408940727,atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c
GLCTR3,0.0,-90.50963408968528,ggagicolipa_c + udpg_c --> gggagicolipa_c + h_c + udp_c
HEPT4,0.0,-22.35730822518235,adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c
LA4NTpp,0.0,-68.4332712602627,colipa_p + uLa4n_p --> acolipa_p + udcpp_p
NODOx,0.0,77.72902976788988,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c
NOtex,0.0,2.0,no_e --> no_p
NOtpp,0.0,-2.0,no_p --> no_c
NHFRBO,0.0,474.72391349268224,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c
N2Otpp,0.0,2.0,n2o_p --> n2o_c
N2Otex,0.0,-2.0,n2o_e --> n2o_p
CRNt8pp,0.0,-2.0,crn__D_c + crn_p --> crn__D_p + crn_c
CRNt2rpp,0.0,-2.0,crn_p + h_p --> crn_c + h_c
CRNDt2rpp,0.0,0.0,crn__D_p + h_p --> crn__D_c + h_c
CTBTt2rpp,0.0,2.0,ctbt_p + h_p --> ctbt_c + h_c
42A12BOOXpp,0.0,-443.0176428269466,dopa_p + h2o_p + o2_p --> 34dhpac_p + h2o2_p + nh4_p
TYROXDApp,0.0,-436.69461260222585,h2o_p + o2_p + tym_p --> 4hoxpacd_p + h2o2_p + nh4_p
PACALDt2rpp,0.0,-2.0,h_p + pacald_p --> h_c + pacald_c
PEAMNtex,0.0,-2.0,peamn_e --> peamn_p
PACALDtex,0.0,-2.0,pacald_e --> pacald_p
LIPOt2pp,0.0,-2.0,h_p + lipoate_p --> h_c + lipoate_c
NTRIR4pp,0.0,581.6050038601506,2.0 h_p + 3.0 mql8_c + no2_p --> 2.0 h2o_p + 3.0 mqn8_c + nh4_p
NTRIR3pp,0.0,721.0146943097873,2.0 h_p + no2_p + 3.0 q8h2_c --> 2.0 h2o_p + nh4_p + 3.0 q8_c
INOSTt4pp,0.0,-2.0,inost_p + na1_p --> inost_c + na1_c
PHEMEtiex,0.0,-2.0,pheme_p --> pheme_e
AGM3PA,0.0,-29.328137528943444,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c
CYANtex,0.0,-2.0,cyan_e --> cyan_p
SO3tex,0.0,2.0,so3_e --> so3_p
TCYNTtex,0.0,2.0,tcynt_e --> tcynt_p
ACANTHAT,0.0,-150.11499658739194,accoa_c + anth_c --> acanth_c + coa_c
METSOX2abcpp,0.0,-2.0,atp_c + h2o_c + metsox_R__L_p --> adp_c + h_c + metsox_R__L_c + pi_c
METSOX1tex,0.0,-2.0,metsox_S__L_e --> metsox_S__L_p
METSOX2tex,0.0,2.0,metsox_R__L_e --> metsox_R__L_p
3UMPtex,0.0,2.0,3ump_e --> 3ump_p
3GMPtex,0.0,-2.0,3gmp_e --> 3gmp_p
FALDtpp,0.0,2.0,fald_p --> fald_c
EX_tym_e,-0.0,-2.0,tym_e --> 
METSOXR1,0.0,-120.92431155500708,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2,0.0,-94.82279992151416,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
DAPAL,0.0,68.2847346364095,23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c
AMPTASECG,0.0,-41.33195321985909,cgly_c + h2o_c --> cys__L_c + gly_c
EX_imp_e,0.0,5679.365165315869,imp_e --> 
DOPAtex,0.0,2.0,dopa_e --> dopa_p
4HOXPACDtex,0.0,2.0,4hoxpacd_e --> 4hoxpacd_p
LACZpp,0.0,-127.34893980163055,h2o_p + lcts_p --> gal_p + glc__D_p
GPDDA1pp,0.0,-72.28447817195496,g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p
GPDDA5pp,0.0,-94.19172687814597,g3pi_p + h2o_p --> glyc3p_p + h_p + inost_p
ETHAtex,0.0,2.0,etha_e --> etha_p
G3PStex,0.0,2.0,g3ps_e --> g3ps_p
FEENTERR2,0.0,-1.9999999999131433,2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c
FLVR,0.0,280.56932150573374,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c
FE3HOXR1,0.0,396.21221760101616,fadh2_c + 2.0 fe3hox_c --> fad_c + 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c
FEENTERexs,0.0,2.0,enter_e + fe3_e --> feenter_e
FE3HOXexs,0.0,313.19322462810896,fe3_e + fe3hox_un_e --> fe3hox_e
FECRMR3,0.0,-2.0,2.0 fecrm_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c + ribflv_c
FDMO2,0.0,-549.479852774879,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c
LALGP,0.0,-16.760985554321337,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c
AGM4PApp,0.0,-43.0154686738133,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
AGM4PA,0.0,7.763955408544213,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c
