,fluxes,kcat,MW,kcat_MW,source,equ
TSULabcpp,0.0,,,,,atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c
TARTRt7pp,0.0,,,,,succ_c + tartr__L_p --> succ_p + tartr__L_c
AHGDx,0.0,40147.99999,176.7031,227.20597425851608,,S2hglut_c + nad_c --> akg_c + h_c + nadh_c
TAURabcpp,0.0,,,,,atp_c + h2o_c + taur_p --> adp_c + h_c + pi_c + taur_c
THMDt2pp_copy1,0.0,,,,,h_p + thymd_p --> h_c + thymd_c
EX_ca2_e,0.0,,,,,ca2_e --> 
EX_so3_e,0.0,,,,,so3_e --> 
Kt2pp,0.1966421288773177,,,,,h_p + k_p --> h_c + k_c
AKGt2rpp,0.0,,,,,akg_p + h_p --> akg_c + h_c
XYLt2pp,0.0,,,,,h_p + xyl__D_p --> h_c + xyl__D_c
EX_ascb__L_e,-0.0,,,,,ascb__L_e --> 
EX_ala_B_e,0.0,,,,,ala_B_e --> 
EX_agm_e,0.0,,,,,agm_e --> 
EX_minohp_e,0.0,,,,,minohp_e --> 
EX_ppt_e,0.0,,,,,ppt_e --> 
EX_hxa_e,0.0,,,,,hxa_e --> 
EX_lyx__L_e,-0.0,,,,,lyx__L_e --> 
EX_acmum_e,0.0,,,,,acmum_e --> 
EX_dca_e,0.0,,,,,dca_e --> 
EX_all__D_e,-0.0,,,,,all__D_e --> 
EX_octa_e,0.0,,,,,octa_e --> 
EX_xylu__L_e,0.0,,,,,xylu__L_e --> 
EX_gdp_e,-0.0,,,,,gdp_e --> 
EX_gtp_e,-0.0,,,,,gtp_e --> 
THMabcpp,0.0,,,,,atp_c + h2o_c + thm_p --> adp_c + h_c + pi_c + thm_c
THMDt2pp_copy2,0.0,,,,,h_p + thymd_p --> h_c + thymd_c
THRabcpp,0.0,,,,,atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c
TREptspp,0.0,,,,,pep_c + tre_p --> pyr_c + tre6p_c
TRPt2rpp,0.0,,,,,h_p + trp__L_p --> h_c + trp__L_c
TYRt2rpp,0.0,,,,,h_p + tyr__L_p --> h_c + tyr__L_c
URIt2pp_copy1,0.0,,,,,h_p + uri_p --> h_c + uri_c
URIt2pp_copy2,0.0,,,,,h_p + uri_p --> h_c + uri_c
VALabcpp,0.0,,,,,atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c
XTSNt2rpp,0.0,,,,,h_p + xtsn_p --> h_c + xtsn_c
XYLabcpp,0.0,,,,,atp_c + h2o_c + xyl__D_p --> adp_c + h_c + pi_c + xyl__D_c
XYLUt2pp,0.0,,,,,h_p + xylu__L_p --> h_c + xylu__L_c
THRt4pp,0.0,,,,,na1_p + thr__L_p --> na1_c + thr__L_c
EX_fruur_e,0.0,,,,,fruur_e --> 
GALtex,0.0,1684509.733,41.2198,40866.51883318211,,gal_e --> gal_p
GALCTtex,0.0,1684509.733,41.2198,40866.51883318211,,galct__D_e --> galct__D_p
GALCTNtex,0.0,1684509.733,41.2198,40866.51883318211,,galctn__D_e --> galctn__D_p
GALTtex,0.0,1684509.733,41.2198,40866.51883318211,,galt_e --> galt_p
GALURtex,0.0,1684509.733,41.2198,40866.51883318211,,galur_e --> galur_p
GTPCI,0.000673966710993274,51908.11999,248.3062,209.04882757659698,,gtp_c + h2o_c --> ahdt_c + for_c + h_c
FDMO,0.0,2963.9999989999997,166.9451,17.754339594273805,,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c
FEOXAMabcpp,0.0,,,,,atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c
CBL1abcpp,0.0,3042.0,153.4278,19.826915330859208,,atp_c + cbl1_p + h2o_c --> adp_c + cbl1_c + h_c + pi_c
ACACt2pp,0.0,,,,,acac_p + h_p --> acac_c + h_c
ACGAptspp,0.0,,,,,acgam_p + pep_c --> acgam6p_c + pyr_c
ACMANAptspp,0.0,239091.0485,295.8849,808.0542417000664,,acmana_p + pep_c --> acmanap_c + pyr_c
ACNAMt2pp,0.0,,,,,acnam_p + h_p --> acnam_c + h_c
CHOLD,0.0,348103.0588,61.8776,5625.671629151746,,chol_c + nad_c --> betald_c + h_c + nadh_c
DRPA,0.0,387265.32,27.7338,13963.658784587758,,2dr5p_c --> acald_c + g3p_c
TKT2,0.0,84504.66232,73.0427,1156.9213941981884,,e4p_c + xu5p__D_c --> f6p_c + g3p_c
EX_ch4_e,-0.0,,,,,ch4_e --> 
FEENTERabcpp,0.0,,,,,atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c
FECRMabcpp,0.0,,,,,atp_c + fecrm_p + h2o_c --> adp_c + fecrm_c + h_c + pi_c
GAMtex,0.0,1684509.733,41.2198,40866.51883318211,,gam_e --> gam_p
GBBTNtex,0.0,1684509.733,41.2198,40866.51883318211,,gbbtn_e --> gbbtn_p
ARBt2rpp,0.0,,,,,arab__L_p + h_p --> arab__L_c + h_c
DAPabcpp,0.0,,,,,26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c
CO2tpp,0.0,,,,,co2_p --> co2_c
DHAtpp,0.0,,,,,dha_p --> dha_c
DMSOR1pp,0.0,,,,,dmso_p + mql8_c --> dms_p + h2o_p + mqn8_c
ARGabcpp,0.0,,,,,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c
ARGAGMt7pp,0.0,,,,,agm_c + arg__L_p --> agm_p + arg__L_c
ASCBptspp,0.0,,,,,ascb__L_p + pep_c --> ascb6p_c + pyr_c
ASNt2rpp,0.0,,,,,asn__L_p + h_p --> asn__L_c + h_c
ASPabcpp,0.0,,,,,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c
ASPt2pp,0.0,,,,,asp__L_p + h_p --> asp__L_c + h_c
ASPt2_2pp,0.0,,,,,asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c
ASPt2_3pp,0.0,,,,,asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c
HIStex,0.0,1684509.733,41.2198,40866.51883318211,,his__L_e --> his__L_p
HXAtex,0.0,1684509.733,41.2198,40866.51883318211,,hxa_e --> hxa_p
HYXNtex,0.0,1684509.733,41.2198,40866.51883318211,,hxan_e --> hxan_p
IDONtex,0.0,1684509.733,41.2198,40866.51883318211,,idon__L_e --> idon__L_p
ILEtex,0.0,1684509.733,41.2198,40866.51883318211,,ile__L_e --> ile__L_p
INSTtex,0.0,1684509.733,41.2198,40866.51883318211,,inost_e --> inost_p
INStex,0.0,,,,,ins_e --> ins_p
Ktex,0.1966421288773177,1684509.733,41.2198,40866.51883318211,,k_e --> k_p
D_LACtex,0.0,1684509.733,41.2198,40866.51883318211,,lac__D_e --> lac__D_p
NTD8pp,0.0,290100.0,60.824,4769.498882020255,,dgmp_p + h2o_p --> dgsn_p + pi_p
FRULYStex,0.0,1684509.733,41.2198,40866.51883318211,,frulys_e --> frulys_p
EX_fad_e,0.0,,,,,fad_e --> 
GALCTt2rpp,0.0,,,,,galct__D_p + h_p --> galct__D_c + h_c
GALt2pp,0.0,,,,,gal_p + h_p --> gal_c + h_c
ASPtex,0.0,1684509.733,41.2198,40866.51883318211,,asp__L_e --> asp__L_p
ABUTt2pp,0.0,,,,,4abut_p + h_p --> 4abut_c + h_c
CYSabcpp,0.0,,,,,atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c
SBTptspp,0.0,,,,,pep_c + sbt__D_p --> pyr_c + sbt6p_c
TREHpp,0.0,1125766.8,63.6367,17690.5276357825,,h2o_p + tre_p --> 2.0 glc__D_p
CYTBDpp,0.0,,,,,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c
CYTBD2pp,0.0,,,,,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c
ACALDtpp,0.0,,,,,acald_p --> acald_c
ACt2rpp,0.0,,,,,ac_p + h_p --> ac_c + h_c
EX_fe3dcit_e,0.0,,,,,fe3dcit_e --> 
EX_fe3hox_e,-0.0,,,,,fe3hox_e --> 
EX_fecrm_e,0.0,,,,,fecrm_e --> 
EX_feenter_e,-0.0,,,,,feenter_e --> 
EX_feoxam_e,-0.0,,,,,feoxam_e --> 
EX_cbi_e,-0.0,,,,,cbi_e --> 
EX_arbtn_fe3_e,0.0,,,,,arbtn_fe3_e --> 
EX_cpgn_e,-0.0,,,,,cpgn_e --> 
EX_adocbl_e,-0.0,,,,,adocbl_e --> 
ATPS4rpp,102.03626101410717,1404000.0,530.0127,2648.99312790052,BRENDA,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c
INDOLEtex,0.0,1684509.733,41.2198,40866.51883318211,,indole_e --> indole_p
L_LACtex,0.0,1684509.733,41.2198,40866.51883318211,,lac__L_e --> lac__L_p
ACt4pp,0.0,,,,,ac_p + na1_p --> ac_c + na1_c
ADEt2rpp,0.0,,,,,ade_p + h_p --> ade_c + h_c
ADNt2pp_copy1,0.0,,,,,adn_p + h_p --> adn_c + h_c
ADNt2pp_copy2,0.0,,,,,adn_p + h_p --> adn_c + h_c
ALAabcpp,0.0,,,,,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c
ALLabcpp,0.0,,,,,all__D_p + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c
ALLTNt2rpp,0.0,,,,,alltn_p + h_p --> alltn_c + h_c
ARBabcpp,0.0,,,,,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c
ECOAH8,0.0,4002840.0,77.0722,51936.23641209152,,3hodcoa_c --> h2o_c + od2coa_c
GLCDpp,40.59365585659996,,,,,glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c
GUAtpp,0.0,,,,,gua_p --> gua_c
HYD2pp,0.0,,,,,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
HYXNtpp,0.0,,,,,hxan_p --> hxan_c
NACtpp,0.0,,,,,nac_p --> nac_c
FE3DCITabcpp,0.0,,,,,atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c
CPGNtonex,0.0,,,,,cpgn_e + h_p --> cpgn_p + h_c
GLCRtex,0.0,1684509.733,41.2198,40866.51883318211,,glcr_e --> glcr_p
GLCNtex,0.0,1684509.733,41.2198,40866.51883318211,,glcn_e --> glcn_p
GLCURtex,0.0,1684509.733,41.2198,40866.51883318211,,glcur_e --> glcur_p
GLNtex,0.0,1684509.733,41.2198,40866.51883318211,,gln__L_e --> gln__L_p
O2tex,53.5317266052147,1684509.733,41.2198,40866.51883318211,,o2_e --> o2_p
EX_ppa_e,-0.0,,,,,ppa_e --> 
OCTAtex,0.0,1684509.733,41.2198,40866.51883318211,,octa_e --> octa_p
ORNtex,0.0,1684509.733,41.2198,40866.51883318211,,orn_e --> orn_p
ECOAH5,0.35852208237416205,4002840.0,77.0722,51936.23641209152,,3hddcoa_c --> dd2coa_c + h2o_c
DHFS,0.000673966710993274,145659.744,45.4057,3207.961643582193,,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c
CITt7pp,0.0,,,,,cit_p + succ_c --> cit_c + succ_p
CRNt7pp,0.0,,,,,crn_p + gbbtn_c --> crn_c + gbbtn_p
EX_ni2_e,0.0,,,,,ni2_e --> 
EX_no_e,0.0,,,,,no_e --> 
CHLabcpp,0.0,,,,,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c
DGSNt2pp,0.0,,,,,dgsn_p + h_p --> dgsn_c + h_c
DINSt2pp,0.0,,,,,din_p + h_p --> din_c + h_c
DURIt2pp,0.0,,,,,duri_p + h_p --> duri_c + h_c
FE2abcpp,0.0,,,,,atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c
FRUptspp,0.0,,,,,fru_p + pep_c --> f1p_c + pyr_c
FUCtpp,0.0,,,,,fuc__L_p + h_p --> fuc__L_c + h_c
FUMt2_2pp,0.0,,,,,fum_p + 2.0 h_p --> fum_c + 2.0 h_c
FUMt2_3pp,0.0,,,,,fum_p + 3.0 h_p --> fum_c + 3.0 h_c
FEENTERtonex,0.0,,,,,feenter_e + h_p --> feenter_p + h_c
CSNt2pp,0.0,,,,,csn_p + h_p --> csn_c + h_c
CYNTt2pp,0.0,,,,,cynt_p + h_p --> cynt_c + h_c
CYTDt2pp_copy1,0.0,,,,,cytd_p + h_p --> cytd_c + h_c
CYTDt2pp_copy2,0.0,,,,,cytd_p + h_p --> cytd_c + h_c
DADNt2pp,0.0,,,,,dad_2_p + h_p --> dad_2_c + h_c
DCYTt2pp,0.0,,,,,dcyt_p + h_p --> dcyt_c + h_c
DDGLCNt2rpp,0.0,,,,,2ddglcn_p + h_p --> 2ddglcn_c + h_c
RMNtex,0.0,1684509.733,41.2198,40866.51883318211,,rmn_e --> rmn_p
EX_meoh_e,2.0148481644046424e-06,,,,,meoh_e --> 
MALTTRtexi,0.0,30256880.93,149.7367,202067.23488630366,,malttr_e --> malttr_p
MALTTTRtexi,0.0,30256880.93,149.7367,202067.23488630366,,maltttr_e --> maltttr_p
MALTPTtexi,0.0,30256880.93,149.7367,202067.23488630366,,maltpt_e --> maltpt_p
MALTtexi,0.0,30256880.93,149.7367,202067.23488630366,,malt_e --> malt_p
GLCtex_copy1,0.0,,,,,glc__D_e --> glc__D_p
FE3DCITtonex,0.0,,,,,fe3dcit_e + h_p --> fe3dcit_p + h_c
PHEtex,0.0,1684509.733,41.2198,40866.51883318211,,phe__L_e --> phe__L_p
PItex,0.9717673142369871,1684509.733,41.2198,40866.51883318211,,pi_e --> pi_p
ACGAMK,0.0,37204.74,33.0427,1125.9594403605029,,acgam_c + atp_c --> acgam6p_c + adp_c + h_c
METS,0.1555049739046682,525691.975,84.6735,6208.459258209475,,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c
EX_cu2_e,0.0,,,,,cu2_e --> 
CYSabc2pp,0.0,,,,,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c
PRASCSi,0.4511184594657487,,,,,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c
TRSARr,0.0,874800.0,30.4274,28750.40259765868,,2h3oppan_c + h_c + nadh_c --> glyc__R_c + nad_c
LYXI,0.0,,,,,lyx__L_c --> xylu__L_c
EX_pheme_e,0.0,,,,,pheme_e --> 
PNTOtex,0.0,1684509.733,41.2198,40866.51883318211,,pnto__R_e --> pnto__R_p
PPPNtex,0.0,1684509.733,41.2198,40866.51883318211,,pppn_e --> pppn_p
PPTtex,0.0,1684509.733,41.2198,40866.51883318211,,ppt_e --> ppt_p
PTRCtex,0.0,1684509.733,41.2198,40866.51883318211,,ptrc_e --> ptrc_p
PYRtex,0.0,1684509.733,41.2198,40866.51883318211,,pyr_e --> pyr_p
DSERtex,0.0,1684509.733,41.2198,40866.51883318211,,ser__D_e --> ser__D_p
SERtex,0.0,1684509.733,41.2198,40866.51883318211,,ser__L_e --> ser__L_p
SO4tex,0.2536895323801882,1684509.733,41.2198,40866.51883318211,,so4_e --> so4_p
SPMDtex,0.0,1684509.733,41.2198,40866.51883318211,,spmd_e --> spmd_p
SUCCtex,0.0,1684509.733,41.2198,40866.51883318211,,succ_e --> succ_p
SUCRtex,0.0,1684509.733,41.2198,40866.51883318211,,sucr_e --> sucr_p
TARTRtex,0.0,1684509.733,41.2198,40866.51883318211,,tartr__L_e --> tartr__L_p
TAURtex,0.0,1684509.733,41.2198,40866.51883318211,,taur_e --> taur_p
THRtex,0.0,1684509.733,41.2198,40866.51883318211,,thr__L_e --> thr__L_p
THMDtex,0.0,1684509.733,41.2198,40866.51883318211,,thymd_e --> thymd_p
CBIuabcpp,0.0,3042.0,153.4278,19.826915330859208,,atp_c + cbi_p + h2o_c --> adp_c + cbi_c + h_c + pi_c
METDtex,0.0,1684509.733,41.2198,40866.51883318211,,met__D_e --> met__D_p
METtex,0.0,1684509.733,41.2198,40866.51883318211,,met__L_e --> met__L_p
MNLtex,0.0,1684509.733,41.2198,40866.51883318211,,mnl_e --> mnl_p
NAtex,0.0,1684509.733,41.2198,40866.51883318211,,na1_e --> na1_p
NACtex,0.0,1684509.733,41.2198,40866.51883318211,,nac_e --> nac_p
NH4tex,10.880094456738309,1684509.733,41.2198,40866.51883318211,,nh4_e --> nh4_p
URIH,0.0,22102.0,32.5608,678.7916758801995,,h2o_c + uri_c --> rib__D_c + ura_c
XTSNH,0.0,36206.74285,32.5608,1111.973380568045,,h2o_c + xtsn_c --> rib__D_c + xan_c
INSH,0.0,66220.40002,32.5608,2033.7461002186678,,h2o_c + ins_c --> hxan_c + rib__D_c
BUTtex,0.0,1684509.733,41.2198,40866.51883318211,,but_e --> but_p
CHLtex,0.0,1684509.733,41.2198,40866.51883318211,,chol_e --> chol_p
CO2tex,0.0,1684509.733,41.2198,40866.51883318211,,co2_e --> co2_p
CRNtex,0.0,1684509.733,41.2198,40866.51883318211,,crn_e --> crn_p
PPK2,0.0,,,,,atp_c + ppi_c --> adp_c + pppi_c
DINStex,0.0,1684509.733,41.2198,40866.51883318211,,din_e --> din_p
DMStex,0.0,1684509.733,41.2198,40866.51883318211,,dms_e --> dms_p
CSNtex,0.0,1684509.733,41.2198,40866.51883318211,,csn_e --> csn_p
CYNTtex,0.0,1684509.733,41.2198,40866.51883318211,,cynt_e --> cynt_p
CYStex,0.0,1684509.733,41.2198,40866.51883318211,,cys__L_e --> cys__L_p
CYTDtex,0.0,1684509.733,41.2198,40866.51883318211,,cytd_e --> cytd_p
DCAtex,0.0,1684509.733,41.2198,40866.51883318211,,dca_e --> dca_p
DCYTtex,0.0,,,,,dcyt_e --> dcyt_p
DGSNtex,0.0,1684509.733,41.2198,40866.51883318211,,dgsn_e --> dgsn_p
MTHFR2,0.1555049739046682,315370.9091,132.4109,2381.759425394737,,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c
ASPO3,0.002294912059262799,,,,,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c
ASPO5,0.0,,,,,asp__L_c + fum_c --> h_c + iasp_c + succ_c
ASPO4,0.0,,,,,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c
ASPO6,0.0,7169.22,60.3374,118.81884204490083,,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c
LCTStex,0.0,1684509.733,41.2198,40866.51883318211,,lcts_e --> lcts_p
LEUtex,0.0,1684509.733,41.2198,40866.51883318211,,leu__L_e --> leu__L_p
LYStex,0.0,1684509.733,41.2198,40866.51883318211,,lys__L_e --> lys__L_p
LYXtex,0.0,1684509.733,41.2198,40866.51883318211,,lyx__L_e --> lyx__L_p
MANtex,0.0,1684509.733,41.2198,40866.51883318211,,man_e --> man_p
MAN6Ptex,0.0,1684509.733,41.2198,40866.51883318211,,man6p_e --> man6p_p
MELIBtex,0.0,1684509.733,41.2198,40866.51883318211,,melib_e --> melib_p
DMSOtex,0.0,1684509.733,41.2198,40866.51883318211,,dmso_e --> dmso_p
DURItex,0.0,,,,,duri_e --> duri_p
EX_mal__D_e,0.0,,,,,mal__D_e --> 
FRUtex,0.0,1684509.733,41.2198,40866.51883318211,,fru_e --> fru_p
FUCtex,0.0,1684509.733,41.2198,40866.51883318211,,fuc__L_e --> fuc__L_p
FUMtex,0.0,1684509.733,41.2198,40866.51883318211,,fum_e --> fum_p
ACACT5r,0.35852208237416205,1200988584.0,46.5305,25810781.83127196,,accoa_c + dcacoa_c --> 3oddcoa_c + coa_c
MALDDH,0.0,,,,,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c
FE2tex,0.016180238184251478,1684509.733,41.2198,40866.51883318211,,fe2_e --> fe2_p
NMNtex,0.0,1684509.733,41.2198,40866.51883318211,,nmn_e --> nmn_p
NO2tex,0.0,1684509.733,41.2198,40866.51883318211,,no2_e --> no2_p
DHPS2,0.000673966710993274,277279.9754,61.2302,4528.483908267489,,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c
MTHFC,0.8859851536373675,10664400.0,62.0875,171764.0426816992,,h2o_c + methf_c --> 10fthf_c + h_c
MTHFD,0.8859851536373675,630387.6923,62.0875,10153.2142911214,,mlthf_c + nadp_c --> methf_c + nadph_c
BUTt2rpp,0.0,,,,,but_p + h_p --> but_c + h_c
CADVtpp,0.0,,,,,15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c
QULNS,0.002294912059262799,,,,,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
ALKP,0.0,253046.88,20.7798,12177.541651026477,,dhap_c + h2o_c --> dha_c + pi_c
GDPtex,0.0,1684509.733,41.2198,40866.51883318211,,gdp_e --> gdp_p
EX_cobalt2_e,0.0,,,,,cobalt2_e --> 
TMAtex,0.0,1684509.733,41.2198,40866.51883318211,,tma_e --> tma_p
TMAOtex,0.0,1684509.733,41.2198,40866.51883318211,,tmao_e --> tmao_p
TREtex,0.0,1684509.733,41.2198,40866.51883318211,,tre_e --> tre_p
L_LACD3,0.0,608580.0,42.7282,14243.052597581924,,lac__L_c + mqn8_c --> mql8_c + pyr_c
L_LACD2,0.0,608580.0,42.7282,14243.052597581924,,lac__L_c + q8_c --> pyr_c + q8h2_c
ACACT6r,0.15154478983753078,1200988584.0,46.5305,25810781.83127196,,accoa_c + ddcacoa_c --> 3otdcoa_c + coa_c
TRPtex,0.0,1684509.733,41.2198,40866.51883318211,,trp__L_e --> trp__L_p
TSULtex,0.0,1684509.733,41.2198,40866.51883318211,,tsul_e --> tsul_p
TYRtex,0.0,1684509.733,41.2198,40866.51883318211,,tyr__L_e --> tyr__L_p
URAtex,0.0,1684509.733,41.2198,40866.51883318211,,ura_e --> ura_p
UREAtex,0.0,1684509.733,41.2198,40866.51883318211,,urea_e --> urea_p
URItex,0.0,,,,,uri_e --> uri_p
VALtex,0.0,1684509.733,41.2198,40866.51883318211,,val__L_e --> val__L_p
XANtex,0.0,1684509.733,41.2198,40866.51883318211,,xan_e --> xan_p
XYLtex,0.0,1684509.733,41.2198,40866.51883318211,,xyl__D_e --> xyl__D_p
ABUTtex,0.0,1684509.733,41.2198,40866.51883318211,,4abut_e --> 4abut_p
FORtppi,0.0,,,,,for_c --> for_p
DATPHs,0.0,,,,,datp_c + h2o_c + h_c --> ditp_c + nh4_c
GLCTR1,0.0,,,,,icolipa_c + udpg_c --> gicolipa_c + h_c + udp_c
LIPAabcpp,0.0,,,,,atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c
LIPACabcpp,0.0,,,,,atp_c + h2o_c + lipa_cold_c --> adp_c + h_c + lipa_cold_p + pi_c
GGGABADr,0.0,,,,,ggbutal_c + h2o_c + nadp_c --> gg4abut_c + 2.0 h_c + nadph_c
EX_mso3_e,-0.0,,,,,mso3_e --> 
EX_23camp_e,0.0,,,,,23camp_e --> 
EX_23cgmp_e,0.0,,,,,23cgmp_e --> 
EX_23cump_e,0.0,,,,,23cump_e --> 
EX_3amp_e,0.0,,,,,3amp_e --> 
EX_3gmp_e,0.0,,,,,3gmp_e --> 
EX_3ump_e,0.0,,,,,3ump_e --> 
EX_glyc__R_e,-0.0,,,,,glyc__R_e --> 
EX_eca4colipa_e,-0.0,,,,,eca4colipa_e --> 
GLYOX3,0.0,3001.81091,62.38,48.12136758576466,,h2o_c + mthgxl_c --> h_c + lac__D_c
FDMO3,0.0,,,,,ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c
FDMO4,0.0,2963.9999989999997,166.9451,17.754339594273805,,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c
BUTSO3abcpp,0.0,,,,,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c
ETHSO3abcpp,0.0,,,,,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c
EX_sel_e,-0.0,,,,,sel_e --> 
EX_hg2_e,0.0,,,,,hg2_e --> 
O16GLCT1,0.0,,,,,aragund_c + udpg_c --> garagund_c + h_c + udp_c
O16AP2pp,0.0,,,,,o16a2und_p + o16aund_p --> h_p + o16a3und_p + udcpdp_p
O16AP3pp,0.0,,,,,o16a3und_p + o16aund_p --> h_p + o16a4und_p + udcpdp_p
O16A4Lpp,0.0,,,,,colipa_p + o16a4und_p --> h_p + o16a4colipa_p + udcpdp_p
MALTATr,0.0,,,,,accoa_c + malt_c --> acmalt_c + coa_c
DHBSH,0.0,,,,,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c
ENTERES,0.0,,,,,enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c
FEOXAMUtex,0.0,,,,,feoxam_un_p + h_p --> feoxam_un_e + h_c
ARBTNtpp,0.0,,,,,arbtn_c + h_p --> arbtn_p + h_c
ARBTNtex,0.0,,,,,arbtn_p + h_p --> arbtn_e + h_c
23CAMPtex,0.0,1684509.733,41.2198,40866.51883318211,,23camp_e --> 23camp_p
23CCMPtex,0.0,1684509.733,41.2198,40866.51883318211,,23ccmp_e --> 23ccmp_p
23CUMPtex,0.0,1684509.733,41.2198,40866.51883318211,,23cump_e --> 23cump_p
23CGMPtex,0.0,1684509.733,41.2198,40866.51883318211,,23cgmp_e --> 23cgmp_p
3AMPtex,0.0,1684509.733,41.2198,40866.51883318211,,3amp_e --> 3amp_p
3CMPtex,0.0,1684509.733,41.2198,40866.51883318211,,3cmp_e --> 3cmp_p
LADGMDH,0.0,,,,,LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c
ALAGLUE,0.0,24867.25714,34.674,717.1730155159488,,LalaDglu_c --> LalaLglu_c
FEENTERtpp,0.0,,,,,enter_c + h_p --> enter_p + h_c
FEENTERtex,0.0,,,,,enter_p + h_p --> enter_e + h_c
FE3HOXUtpp,0.0,,,,,fe3hox_un_p + h_p --> fe3hox_un_e + h_c
FEOXAMUtpp,0.0,,,,,feoxam_un_c + h_p --> feoxam_un_p + h_c
FECRMUtpp,0.0,,,,,fecrm_un_c + h_p --> fecrm_un_p + h_c
FE3HOXR2,0.0,,,,,2.0 fe3hox_c + fmnh2_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + fmn_c + 2.0 h_c
PTRCt2pp,0.0,,,,,h_p + ptrc_p --> h_c + ptrc_c
GGGABAH,0.0,,,,,gg4abut_c + h2o_c --> 4abut_c + glu__L_c
FRULYSK,0.0,,,,,atp_c + frulys_c --> adp_c + frulysp_c + h_c
FDMO6,0.0,,,,,fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c
SULFACabcpp,0.0,,,,,atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c
ETHSO3tex,0.0,1684509.733,41.2198,40866.51883318211,,ethso3_e --> ethso3_p
BUTSO3tex,0.0,1684509.733,41.2198,40866.51883318211,,butso3_e --> butso3_p
LIPOtex,0.0,1684509.733,41.2198,40866.51883318211,,lipoate_e --> lipoate_p
CYANSTpp,0.0,524520.0,11.4753,45708.608925256856,,cyan_p + tsul_p --> h_p + so3_p + tcynt_p
MCPST,0.0,1722768.5459999999,30.8118,55912.62263158919,,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c
PHEMEabcpp,0.0,,,,,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c
METSOX1abcpp,0.0,,,,,atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c
GALBDtex,0.0,1684509.733,41.2198,40866.51883318211,,gal_bD_e --> gal_bD_p
LIPAHT2ex,0.0,,,,,colipa_e + h_e + hdca_e --> h2o_e + hacolipa_e
