,fluxes,kcat,MW,kcat_MW,equ
METSOX1tex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,metsox_S__L_e --> metsox_S__L_p
METSOX2tex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,metsox_R__L_e --> metsox_R__L_p
3UMPtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,3ump_e --> 3ump_p
3GMPtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,3gmp_e --> 3gmp_p
FALDtpp,0.0,,,,fald_p --> fald_c
EX_tym_e,-0.0,,,,tym_e --> 
METSOXR1_num1,0.0,16200.0,101.4043,159.75653892389178,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2_num1,0.0,16200.0,48.0493,337.1537150385125,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
DAPAL,0.0,154188.0,86.6542,1779.3482600958753,23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c
AMPTASECG_num1,0.0,331200.0,277.0777,1195.3325727765173,cgly_c + h2o_c --> cys__L_c + gly_c
EX_imp_e,0.0,,,,imp_e --> 
DOPAtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,dopa_e --> dopa_p
4HOXPACDtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,4hoxpacd_e --> 4hoxpacd_p
LACZpp,0.0,1085400.0,83.4591,13005.172593521855,h2o_p + lcts_p --> gal_p + glc__D_p
GPDDA1pp,0.0,5760.0,81.6857,70.51417812420044,g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p
GPDDA5pp,0.0,,,,g3pi_p + h2o_p --> glyc3p_p + h_p + inost_p
ETHAtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,etha_e --> etha_p
G3PStex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,g3ps_e --> g3ps_p
FEENTERR2,0.0,,,,2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c
FLVR_num1,0.0,42120.0,26.2417,1605.0789392455515,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c
FE3HOXR1,0.0,,,,fadh2_c + 2.0 fe3hox_c --> fad_c + 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c
FEENTERexs,0.0,,,,enter_e + fe3_e --> feenter_e
FE3HOXexs,0.0,,,,fe3_e + fe3hox_un_e --> fe3hox_e
FECRMR3,0.0,,,,2.0 fecrm_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c + ribflv_c
FDMO2,0.0,3096.0,166.9429,18.5452630809696,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c
LALGP,0.0,155880.0,105.8295,1472.9352401740537,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c
AGM4PApp_num1,0.0,,,,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
AGM4PA,0.0,,,,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c
RNDR3b_num1,0.0,,,,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
RNDR4b_num1,0.0,,,,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
ACGAL1Ptex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,acgal1p_e --> acgal1p_p
ACGALtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,acgal_e --> acgal_p
GLCUR1Ptex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,glcur1p_e --> glcur1p_p
UDPGLCURtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,udpglcur_e --> udpglcur_p
UDPGALPpp,0.0,302400.0,60.8232,4971.787081245314,h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p
UACGAMPpp,0.0,302400.0,60.8232,4971.787081245314,h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p
UACGALPpp,0.0,302400.0,60.8232,4971.787081245314,h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p
UGLCURPpp,0.0,,,,h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p
FEROpp_num1,0.0,2376.0,56.5555,42.01182908824075,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p
ISETACabcpp_num1,0.0,,,,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c
ISETACtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,isetac_e --> isetac_p
GUR1PPpp,0.0,,,,glcur1p_p + h2o_p --> glcur_p + pi_p
UDPGtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,udpg_e --> udpg_p
ACGAL1PPpp,0.0,,,,acgal1p_p + h2o_p --> acgal_p + pi_p
UDPGALtex_num1,0.0,1684509.73279686,121.1028,13909.750499549638,udpgal_e --> udpgal_p
ACGAM1Ptex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,acgam1p_e --> acgam1p_p
UACGAMtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,uacgam_e --> uacgam_p
UDPACGALtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,udpacgal_e --> udpacgal_p
AM4PCP,0.0,,,,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c
AM3PA,0.0,,,,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c
UM4PCP,0.0,,,,h2o_c + um4p_c --> ala__D_c + ugmd_c
CBLAT,0.0,93.6,21.9986,4.254816215577355,atp_c + cbl1_c + h_c --> adocbl_c + pppi_c
MSO3abcpp,0.0,,,,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c
MSO3tex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,mso3_e --> mso3_p
FECRMR1,0.0,,,,fadh2_c + 2.0 fecrm_c --> fad_c + 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c
FECRMR2,0.0,,,,2.0 fecrm_c + fmnh2_c --> 2.0 fe2_c + 2.0 fecrm_un_c + fmn_c + 2.0 h_c
TDP,0.0,1440.0,17.4327,82.60338329690755,h2o_c + thmpp_c --> h_c + pi_c + thmmp_c
3PEPTabcpp_num1,0.0,,,,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
4PEPTabcpp_num1,0.0,,,,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c
AGM3Pt2pp,0.0,,,,anhgm3p_p + h_p --> anhgm3p_c + h_c
AGM4Pt2pp,0.0,,,,anhgm4p_p + h_p --> anhgm4p_c + h_c
AGMt2pp,0.0,,,,anhgm_p + h_p --> anhgm_c + h_c
FECRMexs,0.0,,,,fe3_e + fecrm_un_e --> fecrm_e
ARBTNR1,0.0,,,,2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c
ARBTNR2,0.0,,,,2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c
ARBTNR3,0.0,,,,2.0 arbtn_fe3_c + rbflvrd_c --> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
ARBTNexs,0.0,,,,arbtn_e + fe3_e --> arbtn_fe3_e
FEOXAMexs,0.0,,,,fe3_e + feoxam_un_e --> feoxam_e
FEOXAMR1,0.0,,,,fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c
FEOXAMR2,0.0,,,,2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c
FEOXAMR3,0.0,,,,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c
PTHRpp_num1,0.0,,,,h2o_p + thrp_p --> pi_p + thr__L_p
ARABDI,0.0,379.8,389.8559,0.9742061105141668,arab__D_c --> rbl__D_c
AGt3,0.0,,,,ag_c + h_e --> ag_e + h_c
CD2t3pp_num1,0.0,,,,cd2_c + h_p --> cd2_p + h_c
ZNabcpp,0.0,1080000.0,178.7449,6042.130432812349,atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c
SKMt2pp,0.0,,,,h_p + skm_p --> h_c + skm_c
FE2t2pp,0.0029088654494240727,,,,fe2_p + h_p --> fe2_c + h_c
R5PPpp_num1,0.0,,,,h2o_p + r5p_p --> pi_p + rib__D_p
PSP_Lpp_num1,0.0,649.8,104.4129,6.223368951537597,h2o_p + pser__L_p --> pi_p + ser__L_p
TYRPpp,0.0,,,,h2o_p + tyrp_p --> pi_p + tyr__L_p
GLYC2Ptex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,glyc2p_e --> glyc2p_p
PSERtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,pser__L_e --> pser__L_p
R5Ptex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,r5p_e --> r5p_p
THRPtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,thrp_e --> thrp_p
TYRPtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,tyrp_e --> tyrp_p
PAPSR2_num1,0.0,788.4,80.3009,9.818071777526775,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
GRXR_num1,0.0,20610.0,25.7572,800.1646141661362,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
RNDR1b_num1,0.0,,,,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
RNDR2b_num1,0.0,,,,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
FACOAE181,0.0,,,,h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c
FACOAE160,0.0,133.2,127.8637,1.0417342842417354,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c
FACOAE140,0.0,133.2,127.8637,1.0417342842417354,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c
CPGNR1,0.0,,,,2.0 cpgn_c + fadh2_c --> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c
CPGNR2,0.0,,,,2.0 cpgn_c + fmnh2_c --> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c
CPGNR3,0.0,,,,2.0 cpgn_c + rbflvrd_c --> 2.0 cpgn_un_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
CPGNUtpp,0.0,,,,cpgn_un_c + h_p --> cpgn_un_p + h_c
CPGNUtex,0.0,,,,cpgn_un_p + h_p --> cpgn_un_e + h_c
AAMYL,0.0,,,,14glucan_c --> malthx_c
AAMYLpp,0.0,,,,14glucan_p --> malthx_p
FACOAL80t2pp_num1,0.0,,,,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c
PPGPPDP,0.0,9918.0,79.3415,125.00393867017893,h2o_c + ppgpp_c --> gdp_c + ppi_c
CPGNabcpp,0.0,,,,atp_c + cpgn_p + h2o_c --> adp_c + cpgn_c + h_c + pi_c
CPGNexs,0.0,,,,cpgn_un_e + fe3_e --> cpgn_e
CITtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,cit_e --> cit_p
ACGAtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,acgam_e --> acgam_p
DDCAtexi,0.0,,,,ddca_e --> ddca_p
TTDCAtexi,0.0,,,,ttdca_e --> ttdca_p
HDCAtexi,0.0,,,,hdca_e --> hdca_p
GUACYC,0.0,,,,gtp_c --> 35cgmp_c + ppi_c
23PDE2pp,0.0,12096.0,70.8313,170.7719609833506,23cump_p + h2o_p --> 3ump_p + h_p
23PDE4pp,0.0,12096.0,70.8313,170.7719609833506,23ccmp_p + h2o_p --> 3cmp_p + h_p
23PDE9pp,0.0,12096.0,70.8313,170.7719609833506,23cgmp_p + h2o_p --> 3gmp_p + h_p
ATPHs,0.0,,,,atp_c + h2o_c + h_c --> itp_c + nh4_c
SARCOX,0.0,20880.0,40.9015,510.4947251323301,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c
GTPHs,0.0,,,,gtp_c + h2o_c + h_c --> nh4_c + xtp_c
MN6PP_num1,0.0,,,,h2o_c + man6p_c --> man_c + pi_c
3KGK,0.0,,,,3dhguln_c + atp_c --> 3dhgulnp_c + adp_c + h_c
EX_cd2_e,-0.0,,,,cd2_e --> 
F6PP_num1,0.0,,,,f6p_c + h2o_c --> fru_c + pi_c
GDPMNH,0.0,,,,gdpmann_c + h2o_c --> gdp_c + h_c + man_c
FACOAL60t2pp_num1,0.0,,,,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c
IDONt2rpp,0.0,,,,h_p + idon__L_p --> h_c + idon__L_c
ILEabcpp,0.0,,,,atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c
INDOLEt2pp,0.0,,,,h_c + indole_c --> h_p + indole_p
INSt2pp_num1,0.0,,,,h_p + ins_p --> h_c + ins_c
LYXt2pp,0.0,,,,h_p + lyx__L_p --> h_c + lyx__L_c
GDPDPK_num1,0.0,4716.0,83.8746,56.22679571646243,atp_c + gdp_c --> amp_c + h_c + ppgpp_c
OCDCAtexi,0.0,,,,ocdca_e --> ocdca_p
OCDCEAtexi,0.0,,,,ocdcea_e --> ocdcea_p
G6Ptex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,g6p_e --> g6p_p
TUNGSabcpp,0.0,,,,atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c
MOBDabcpp_num1,0.0,,,,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c
MOBDtex_num1,1.267795165056255e-06,1684509.73279686,41.2193,40867.014548933636,mobd_e --> mobd_p
NI2uabcpp_num1,0.0,,,,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c
NI2tex_num1,5.849969118759576e-05,1684509.73279686,41.2193,40867.014548933636,ni2_e --> ni2_p
R1PK,0.4108181564207665,,,,atp_c + r1p_c --> adp_c + h_c + r15bp_c
R15BPK,0.4108181564207665,,,,atp_c + r15bp_c --> adp_c + prpp_c
Kabcpp_num1,0.0,,,,atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c
LEUabcpp_num1,0.0,,,,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c
L_LACt2rpp_num1,0.0,,,,h_p + lac__L_p --> h_c + lac__L_c
MALt2_2pp,0.0,,,,2.0 h_p + mal__L_p --> 2.0 h_c + mal__L_c
MALt2_3pp_num1,13.675545167349885,,,,3.0 h_p + mal__L_p --> 3.0 h_c + mal__L_c
MALTabcpp,0.0,4320.0,214.6047,20.13003443074639,atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c
MALTHXabcpp,0.0,,,,atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c
MALTPTabcpp,0.0,,,,atp_c + h2o_c + maltpt_p --> adp_c + h_c + maltpt_c + pi_c
MALTTRabcpp,0.0,,,,atp_c + h2o_c + malttr_p --> adp_c + h_c + malttr_c + pi_c
MALTTTRabcpp,0.0,,,,atp_c + h2o_c + maltttr_p --> adp_c + h_c + maltttr_c + pi_c
MAN6Pt6_2pp,0.0,,,,man6p_p + 2.0 pi_c --> man6p_c + 2.0 pi_p
MANGLYCptspp,0.0,,,,manglyc_p + pep_c --> man6pglyc_c + pyr_c
MELIBt2pp_num1,0.0,,,,h_p + melib_p --> h_c + melib_c
METabcpp,0.0,,,,atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c
EX_fe3hox_un_e,-0.0,,,,fe3hox_un_e --> 
GGPTRCS,0.0,21384.0,638.119,33.51099089668228,atp_c + glu__L_c + ptrc_c --> adp_c + ggptrc_c + h_c + pi_c
EX_23dappa_e,0.0,,,,23dappa_e --> 
RMNtpp,0.0,,,,h_p + rmn_p --> h_c + rmn_c
SERt4pp,0.0,,,,na1_p + ser__L_p --> na1_c + ser__L_c
SUCCt2_3pp_num1,0.0,,,,3.0 h_p + succ_p --> 3.0 h_c + succ_c
MNLptspp_num1,0.0,,,,mnl_p + pep_c --> mnl1p_c + pyr_c
NAt3_1p5pp,0.0,,,,3.0 h_p + 2.0 na1_c --> 3.0 h_c + 2.0 na1_p
NAt3_2pp,0.0,,,,2.0 h_p + na1_c --> 2.0 h_c + na1_p
NH4tpp_num1,0.0,,,,nh4_p --> nh4_c
NMNPtpp,0.0,,,,nmn_p --> nmn_c
NO2t2rpp_num1,0.0,,,,h_p + no2_p --> h_c + no2_c
NO3t7pp_num1,0.0,,,,no2_c + no3_p --> no2_p + no3_c
ORNabcpp,0.0,,,,atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c
PIuabcpp,0.0,,,,atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c
PNTOt4pp,0.0,,,,na1_p + pnto__R_p --> na1_c + pnto__R_c
FRULYSDG,0.0,,,,frulysp_c + h2o_c --> g6p_c + lys__L_c
METDabcpp,0.0,,,,atp_c + h2o_c + met__D_p --> adp_c + h_c + met__D_c + pi_c
PROabcpp,0.0,,,,atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c
PROt2rpp_num1,0.0,,,,h_p + pro__L_p --> h_c + pro__L_c
PROt4pp,0.0,,,,na1_p + pro__L_p --> na1_c + pro__L_c
PTRCabcpp_num1,0.0,,,,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
ASNNpp,0.0,109440.0,147.401,742.4644337555376,asn__L_p + h2o_p --> asp__L_p + nh4_p
GLUNpp,0.0,27864.0,147.401,189.03535254170598,gln__L_p + h2o_p --> glu__L_p + nh4_p
NTD12_num1,0.0,,,,dimp_c + h2o_c --> din_c + pi_c
FECRMtonex,0.0,,,,fecrm_e + h_p --> fecrm_p + h_c
ARBTNtonex,0.0,,,,arbtn_fe3_e + h_p --> arbtn_fe3_p + h_c
ADOCBLabcpp,0.0,,,,adocbl_p + atp_c + h2o_c --> adocbl_c + adp_c + h_c + pi_c
EX_enter_e,-0.0,,,,enter_e --> 
EX_fecrm_un_e,-0.0,,,,fecrm_un_e --> 
EX_cgly_e,0.0,,,,cgly_e --> 
EX_chtbs_e,0.0,,,,chtbs_e --> 
EX_gmp_e,0.0,,,,gmp_e --> 
EX_h2o2_e,0.0,,,,h2o2_e --> 
EX_ump_e,0.0,,,,ump_e --> 
EX_pydam_e,0.0,,,,pydam_e --> 
CRNabcpp,0.0,,,,atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c
CRNDabcpp,0.0,,,,atp_c + crn__D_p + h2o_c --> adp_c + crn__D_c + h_c + pi_c
DNTPPA_num1,0.0,8640.0,17.3056,499.2603550295858,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c
CTBTabcpp,0.0,,,,atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c
NTPP9,0.0,3210.0,42.0772,76.2883461827308,h2o_c + itp_c --> h_c + imp_c + ppi_c
NTPP10,0.0,79488.0,42.0772,1889.099084539846,ditp_c + h2o_c --> dimp_c + h_c + ppi_c
NTPP11,0.0,79488.0,42.0772,1889.099084539846,h2o_c + xtp_c --> h_c + ppi_c + xmp_c
NTD10pp_num1,0.0,19494.0,104.4129,186.70106854612797,h2o_p + xmp_p --> pi_p + xtsn_p
NTD1pp_num1,0.0,12780.0,60.8232,210.11719212405796,dump_p + h2o_p --> duri_p + pi_p
NTD2pp_num1,0.0,19494.0,60.8232,320.50270291599264,h2o_p + ump_p --> pi_p + uri_p
NTD3pp_num1,0.0,12780.0,60.8232,210.11719212405796,dcmp_p + h2o_p --> dcyt_p + pi_p
NTD4pp_num1,0.0,19494.0,104.4129,186.70106854612797,cmp_p + h2o_p --> cytd_p + pi_p
NTD5pp_num1,0.0,12780.0,104.4129,122.39866912996384,dtmp_p + h2o_p --> pi_p + thymd_p
NTD6pp_num1,0.0,12780.0,60.8232,210.11719212405796,damp_p + h2o_p --> dad_2_p + pi_p
NTD7pp_num1,0.0,19494.0,104.4129,186.70106854612797,amp_p + h2o_p --> adn_p + pi_p
NTD9pp_num1,0.0,19494.0,104.4129,186.70106854612797,gmp_p + h2o_p --> gsn_p + pi_p
PEAMNOpp,0.0,13500.0,168.7552,79.99753489077669,h2o_p + o2_p + peamn_p --> h2o2_p + nh4_p + pacald_p
GAL1PPpp,0.0,,,,gal1p_p + h2o_p --> gal_p + pi_p
H2O2tex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,h2o2_e --> h2o2_p
ARGDCpp,0.0,5040.0,295.5905,17.050615632099134,arg__L_p + h_p --> agm_p + co2_p
ALLPI,0.0,3855600.0,32.1463,119939.15318403675,all6p_c --> allul6p_c
ALLK,0.0,36000.0,33.8206,1064.4400158483293,all__D_c + atp_c --> adp_c + all6p_c + h_c
ALLULPE,0.0,,,,allul6p_c --> f6p_c
ADEtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,ade_e --> ade_p
ADNtex,0.0,,,,adn_e --> adn_p
AGMtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,agm_e --> agm_p
ALAtex_num1,0.0,1684509.73279686,121.1028,13909.750499549638,ala__L_e --> ala__L_p
BALAtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,ala_B_e --> ala_B_p
DALAtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,ala__D_e --> ala__D_p
AMPtex_num1,0.0,1684509.73279686,117.9984,14275.699778953442,amp_e --> amp_p
ARBtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,arab__L_e --> arab__L_p
ARGtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,arg__L_e --> arg__L_p
ASCBtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,ascb__L_e --> ascb__L_p
FACOAL100t2pp_num1,0.0,,,,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c
RIBabcpp_num1,0.0,,,,atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c
GPDDA3pp,0.0,7001.999999999999,81.6857,85.71879778223116,g3ps_p + h2o_p --> glyc3p_p + h_p + ser__L_p
GPDDA4pp,0.0,7001.999999999999,81.6857,85.71879778223116,g3pg_p + h2o_p --> glyc3p_p + glyc_p + h_p
GPDDA2pp,0.0,5760.0,81.6857,70.51417812420044,g3pe_p + h2o_p --> etha_p + glyc3p_p + h_p
FACOAL120t2pp_num1,0.0,,,,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c
FACOAL140t2pp_num1,0.0,,,,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c
FE3HOXtonex,0.0,,,,fe3hox_e + h_p --> fe3hox_p + h_c
CU2abcpp,0.0,,,,atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c
COBALT2abcpp,0.0,,,,atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c
NI2abcpp,0.0,,,,atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c
MG2uabcpp,0.0,81000.0,99.4653,814.3543527240154,atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c
HCYSMT2,0.0,1368.0,33.4224,40.93063334769496,hcys__L_c + mmet_c --> h_c + 2.0 met__L_c
MMETtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,mmet_e --> mmet_p
FE3tex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,fe3_e --> fe3_p
MG2tex_num1,0.001571160436694716,1684509.73279686,41.2193,40867.014548933636,mg2_e --> mg2_p
Zn2tex_num1,6.175973589774041e-05,1684509.73279686,41.2193,40867.014548933636,zn2_e --> zn2_p
MMETt2pp,0.0,,,,h_p + mmet_p --> h_c + mmet_c
CD2tex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,cd2_e --> cd2_p
GLNabcpp,0.0,,,,atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c
GLUabcpp,0.0,,,,atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c
GLUABUTt7pp,0.0,,,,4abut_c + glu__L_p --> 4abut_p + glu__L_c
GLUt2rpp,0.0,,,,glu__L_p + h_p --> glu__L_c + h_c
GLUt4pp,0.0,,,,glu__L_p + na1_p --> glu__L_c + na1_c
GLYALDtpp,0.0,,,,glyald_p --> glyald_c
EX_etha_e,0.0,,,,etha_e --> 
ACGK,0.05357195249461711,129240.0,54.3184,2379.3042504933874,acglu_c + atp_c --> acg5p_c + adp_c
LCTSt3ipp_num1,0.0,,,,h_p + lcts_c --> h_c + lcts_p
ARBt3ipp,0.0,,,,arab__L_c + h_p --> arab__L_p + h_c
14GLUCANabcpp,0.0,,,,14glucan_p + atp_c + h2o_c --> 14glucan_c + adp_c + h_c + pi_c
14GLUCANtexi,0.0,,,,14glucan_e --> 14glucan_p
DHPTPE,0.0,,,,ahdt_c --> dhmptp_c
NADPHQR2,0.0,,,,h_c + nadph_c + q8_c --> nadp_c + q8h2_c
NADPHQR3,0.0,,,,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c
NADPHQR4,0.0,,,,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c
GLBRAN2,0.0,1800270.0,84.3358,21346.450736223524,glycogen_c --> bglycogen_c
ASR,0.0,504.00000000000006,40.203,12.536377882247596,aso4_c + 2.0 gthrd_c --> aso3_c + gthox_c + h2o_c
ASO3tex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,aso3_e --> aso3_p
MANGLYCtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,manglyc_e --> manglyc_p
EX_frulys_e,0.0,,,,frulys_e --> 
METOX1s,0.0,,,,h2o2_c + met__L_c --> h2o_c + metsox_S__L_c
METOX2s,0.0,,,,h2o2_c + met__L_c --> h2o_c + metsox_R__L_c
FRUURt2rpp,0.0,,,,fruur_p + h_p --> fruur_c + h_c
FRUURtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,fruur_e --> fruur_p
ECAtpp,0.0,,,,unagamuf_c --> unagamuf_p
O16AT,0.0,,,,accoa_c + ragund_c --> aragund_c + coa_c
O16GALFT,0.0,,,,garagund_c + udpgalfur_c --> gfgaragund_c + h_c + udp_c
O16GLCT2,0.0,,,,gfgaragund_c + udpg_c --> h_c + o16aund_c + udp_c
O16AUNDtpp,0.0,,,,o16aund_c --> o16aund_p
O16AP1pp,0.0,,,,2.0 o16aund_p --> h_p + o16a2und_p + udcpdp_p
GLYCAt2rpp_num1,0.0,,,,glyc__R_p + h_p --> glyc__R_c + h_c
GLYCAtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,glyc__R_e --> glyc__R_p
EX_enlipa_e,0.0,,,,enlipa_e --> 
EX_hacolipa_e,-0.0,,,,hacolipa_e --> 
AGM4PCP,0.0,,,,anhgm4p_c + h2o_c --> ala__D_c + anhgm3p_c
4PCP,0.0,,,,LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c
4PCPpp,0.0,,,,LalaDgluMdapDala_p + h2o_p --> LalaDgluMdap_p + ala__D_p
FALDH2,0.0,9000.0,78.7171,114.33348027302833,hmgth_c + nad_c --> Sfglutth_c + h_c + nadh_c
GLYBabcpp_num1,0.0,,,,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c
GLYC3Pt6pp,0.0,,,,glyc3p_p + pi_c --> glyc3p_c + pi_p
GLYCLTt4pp,0.0,,,,glyclt_p + na1_p --> glyclt_c + na1_c
GLYCtpp_num1,0.0,,,,glyc_c --> glyc_p
