,reaction,ECMpy_fluxes,model_gecko_adj_subunit_fluxes,model_smoment_adj_subunit_fluxes,model_ori_fluxes
GSNK,GSNK,0.0,0.0,0.0,
EX_f6p_e,EX_f6p_e,0.0,0.0,0.0,
ADCS,ADCS,0.00040360258298860013,0.00036352651283861796,0.00036352715505871933,
ADCL,ADCL,0.0,0.00036352651283861796,0.00036352715505871933,
DHAPT,DHAPT,0.0,0.0,0.0,
EX_lac__D_e,EX_lac__D_e,0.0,0.0,0.0,
UMPK,UMPK,0.0,0.20542182270105525,0.20542218560724068,
DDPGALA,DDPGALA,0.0,0.0,0.0,
DURIK1,DURIK1,0.0,0.0,0.0,
UPPRT,UPPRT,0.0,0.0,0.0,
CTPS2,CTPS2,0.0968435046849945,0.08722734450436831,0.08722749860358933,
NTD1,NTD1,0.0,0.0,0.0,
NTD7,NTD7,0.0,0.0,0.0,
PAPPT3,PAPPT3,0.016764287856636837,0.01509966328663689,0.015099689962289614,
UAGPT3,UAGPT3,0.016764287856636837,0.01509966328663689,0.015099689962289614,
EX_ttdcea_e,EX_ttdcea_e,0.0,0.0,0.0,
F6PA,F6PA,0.0,0.7700623378568032,0.7330994073280976,
AGMHE,AGMHE,0.0,0.0,0.0,
GMHEPAT,GMHEPAT,0.0,0.0,0.0,
EX_h2s_e,EX_h2s_e,0.0,0.0,-0.0,
EX_gthrd_e,EX_gthrd_e,0.0,0.0,0.0,
IDOND,IDOND,0.0,0.0,0.0,
IDOND2,IDOND2,0.0,0.0,0.0,
GLYCLTDx,GLYCLTDx,7.317184328211873,0.0,0.0,
HPYRRy,HPYRRy,0.0,0.0,0.0,
ACODA,ACODA,0.178449051162024,0.16072979713836547,0.16073008108987943,
ADA,ADA,0.0,0.021144310414913443,0.0,
DADA,DADA,0.0,0.0,0.0,
ADD,ADD,0.0,0.0,0.0,
ADSS,ADSS,0.18056781389962945,0.16263817548377185,0.1626384628067394,
AGDC,AGDC,0.0,0.0,0.0,
ASNN,ASNN,0.0,0.0,0.0,
ASNS2,ASNS2,0.0,0.13098637302289678,0.1309866044285203,
ASPCT,ASPCT,0.19956609333295602,0.17975000420696163,0.17975032176031355,
DMPPS,DMPPS,0.00016771527364853325,0.00015106183941575633,0.00015106210628748206,
MCOATA,MCOATA,1.4559495629745194,1.3113797825022409,1.311382099236792,
IPDPS,IPDPS,0.0012735501534965853,0.0011470918813189252,0.001147093907816099,
DAPE,DAPE,0.2237906944051957,0.20156920240804188,0.20156955850803834,
DHDPRy,DHDPRy,0.2237906944051957,0.20156920240804188,0.20156955850803834,
HSK,HSK,0.3283213502298644,0.2957203956816029,0.295720918112761,
SDPTA,SDPTA,0.0,0.20156920240804188,0.20156955850803834,
THRS,THRS,0.3283213502298644,0.2957203956816029,0.295720918112761,
HSST,HSST,0.09285332907380277,0.08363337685726102,0.08363352460723897,
PPNDH,PPNDH,0.1117689574550102,0.10067076143654756,0.10067093928543204,
DDPA,DDPA,0.2299261776174454,0.20709545746868302,0.20709582333157678,
NMNDA,NMNDA,0.0,0.0,0.0,
NNAM,NNAM,0.0,0.0,0.0,
P5CD,P5CD,0.0,0.0,0.0,
SPMDAT1,SPMDAT1,0.0,0.0,0.0,
SPMDAT2,SPMDAT2,0.0,0.0,0.0,
TDPADGAT,TDPADGAT,0.0,0.0,0.0,
MALS,MALS,0.0,0.00024235100855907188,0.00024235143670581216,2.53
TRE6PP,TRE6PP,0.0,0.0,0.0,
EX_met__D_e,EX_met__D_e,-0.0,0.0,-0.0,
EX_tartr__L_e,EX_tartr__L_e,0.0,0.0,0.0,
EX_taur_e,EX_taur_e,0.0,0.0,0.0,
EX_maltpt_e,EX_maltpt_e,0.0,0.0,0.0,
EX_glcur_e,EX_glcur_e,-0.0,0.0,-0.0,
ADPRDP,ADPRDP,0.0,0.0,0.0,
ARAI,ARAI,0.0,0.0,0.0,
M1PD,M1PD,0.0,0.0,0.0,
G3PD2,G3PD2,0.0,0.0755461345694024,0.07554626803214338,
GALS3,GALS3,0.0,0.0,0.0,
FCI,FCI,0.0,0.0,0.0,
FCLK,FCLK,0.0,0.0,0.0,
FCLPA,FCLPA,0.0,0.0,0.0,
ACCOAL,ACCOAL,0.3167031461294213,0.2852558312806365,0.285256335224688,
GALUi,GALUi,0.0,0.0,0.0,
U23GAAT,U23GAAT,0.023475311971982604,0.021144310414913443,0.021144347769274992,
UAAGDS,UAAGDS,0.016764287856636837,0.01509966328663689,0.015099689962289614,
UAMAS,UAMAS,0.016764287856636837,0.01509966328663689,0.015099689962289614,
UAMAGS,UAMAGS,0.016764287856636837,0.01509966328663689,0.015099689962289614,
UGLYCH,UGLYCH,0.0,0.0,0.0,
OP4ENH,OP4ENH,0.0,0.0,0.0,
HOPNTAL,HOPNTAL,0.0,0.0,0.0,
3HPPPNH,3HPPPNH,0.0,0.0,0.0,
AKGDH,AKGDH,0.0,0.0,0.0,4.48
HPYRRx,HPYRRx,0.0,0.0,0.0,
GLYCDx,GLYCDx,0.0,0.0,0.0,
ASP1DC,ASP1DC,0.00040661904474514904,0.00036624345239638645,0.00036624409941651836,
UGMDDS,UGMDDS,0.016764287856636837,0.01509966328663689,0.015099689962289614,
UHGADA,UHGADA,0.023475311971982604,0.021144310414913443,0.021144347769274992,
UAGAAT,UAGAAT,0.023475311971982604,0.021144310414913443,0.021144347769274992,
ATPPRT,ATPPRT,0.0571547107730697,0.05147948396607909,0.05147957491173864,
HISTD,HISTD,0.0571547107730697,0.05147948396607909,0.05147957491173864,
IGPDH,IGPDH,0.0571547107730697,0.05147948396607909,0.05147957491173864,
PRPPS,PRPPS,0.0,0.0,0.0,
PRATPP,PRATPP,0.0571547107730697,0.05147948396607909,0.05147957491173864,
PRMICI,PRMICI,0.0571547107730697,0.05147948396607909,0.05147957491173864,
SERAT,SERAT,0.1493039976729596,0.13447872713054076,0.1344789647058932,
CYSS,CYSS,0.0,0.13447872713054076,0.1344789647058932,
BPNT,BPNT,0.1493039976729596,0.13447872713054076,0.1344789647058932,
PAPSR,PAPSR,0.0,0.0,0.0,
ASPK,ASPK,0.6449653737088629,0.5809229749469058,0.5809240012280383,
ASAD,ASAD,0.0,0.5809229749469058,0.5809240012280383,
DAPDC,DAPDC,0.20702640654855886,0.186469539121405,0.18646986854574873,
EX_mmet_e,EX_mmet_e,0.0,0.0,0.0,
METAT,METAT,0.0005417565314258363,0.00048796234458758914,0.00048796320664085124,
ASCBPL,ASCBPL,0.0,0.0,0.0,
ACBIPGT,ACBIPGT,0.0,0.0,0.0,
ADOCBLS,ADOCBLS,0.0,0.0,0.0,
ADOCBIK,ADOCBIK,0.0,0.0,0.0,
TMPK,TMPK,0.00013453419432956723,0.014218288094074452,0.014218313212655459,
HPPPNDO,HPPPNDO,0.0,0.0,0.0,
DHCINDO,DHCINDO,0.0,0.0,0.0,
HKNDDH,HKNDDH,0.0,0.0,0.0,
HKNTDH,HKNTDH,0.0,0.0,0.0,
GLYCK2,GLYCK2,0.0,0.0,0.0,
ENTCS,ENTCS,0.0,0.0,0.0,
SULR,SULR,0.1493039976729596,0.13447872713054076,0.1344789647058932,
MANPGH,MANPGH,0.0,0.0,0.0,
URDGLYCD,URDGLYCD,0.0,0.0,0.0,
CBMKr,CBMKr,0.37801514449498,0.34047980134532707,0.340480402850193,
AMANAPEr,AMANAPEr,0.0,0.0,0.0,
ACM6PH,ACM6PH,0.0,0.0,0.0,
NNATr,NNATr,0.0013742999761579,0.0012378376625497012,0.0012378398493630982,
CYTDH,CYTDH,0.0,0.0,0.0,
PSERT,PSERT,1.0033837727580728,0.9037519067607682,0.9037535033640919,0.88
AIRC2,AIRC2,0.2701506951372861,0.24332584647242572,0.24332627634137252,
GAPD,GAPD,9.07358124895311,9.165570806057453,9.16556933192233,17.48
HEX1,HEX1,4.21550530438499,3.7969230320776646,3.7969297398697233,
GND,GND,28.42487666925117,26.271092899264264,26.381979184484187,2.11
TAUDO,TAUDO,0.0,0.0,0.0,
DM_amob_c,DM_amob_c,1.2065847025073295e-06,1.0867758231349425e-06,1.0867777430754003e-06,
ME2,ME2,0.0,0.0,0.0,4.3
ARGSL,ARGSL,0.178449051162024,0.16072979713836547,0.16073008108987943,
CBPS,CBPS,0.0,0.0,0.0,
GLU5K,GLU5K,0.13336079070637885,0.12011861479154735,0.12011882699776633,
IPPS,IPPS,0.2718019063026648,0.2448130991864044,0.24481353168275163,
EX_mg2_e,EX_mg2_e,0.0,-0.004713890132847814,-0.004713898460589549,
ACOATA,ACOATA,0.0,0.0,0.0,
MLTG2,MLTG2,0.0,0.0,0.0,
MLTG1,MLTG1,0.0,0.0,0.0,
AMALT3,AMALT3,0.0,0.0,0.0,
MLTP3,MLTP3,0.0,0.0,0.0,
SPODM,SPODM,0.0,0.0,0.0,
AHCYSNS,AHCYSNS,0.00027027497336168713,0.00024343778438223047,0.0002434382144488878,
TMK,TMK,0.0,0.0,0.0,
NTPP4,NTPP4,0.0,0.0,0.0,
NTPP3,NTPP3,0.0,0.0,0.0,
NTPP6,NTPP6,0.0,0.0,0.0,
NTPP7,NTPP7,0.0,0.0,0.0,
NTPP8,NTPP8,0.0,0.0,0.0,
P5CR,P5CR,0.13336079070637885,0.12011861479154735,0.12011882699776633,
CYANST,CYANST,0.0,0.0,0.0,
DHPPDA2,DHPPDA2,0.0002690683886591345,0.00024235100855909215,0.00024235143670581433,
G5SADs,G5SADs,0.13336079070637885,0.12011861479154735,0.12011882699776633,
GMAND,GMAND,0.0,0.0,0.0,
PPCSCT,PPCSCT,0.3167031461294213,0.2852558312806365,0.285256335224688,
CYTD,CYTD,0.0,0.0,0.0,
DCYTD,DCYTD,0.0,0.0,0.0,
DBTS,DBTS,1.2065847025073295e-06,1.0867758231349425e-06,1.0867777430754003e-06,
DCTPD,DCTPD,0.0,0.0,0.0,
DHDPS,DHDPS,0.2237906944051957,0.20156920240804188,0.20156955850803834,
G1PACT,G1PACT,0.05700388768525628,0.051343636988187225,0.05134372769385422,
GART,GART,0.06715609137215561,0.06048776876402606,0.06048787562411029,
CSND,CSND,0.0,0.0,0.0,
GF6PTA,GF6PTA,0.05700388768525628,0.051343636988187225,0.05134372769385422,
H2SO,H2SO,0.0,0.0,0.0,
GLUCYS,GLUCYS,0.0,0.0,0.0,
GLUN,GLUN,0.0,0.0,0.0,
GLUPRT,GLUPRT,0.27028522933161564,0.24344702197670526,0.24344745205972543,
GMPR,GMPR,0.0,0.0,0.0,
NADS1,NADS1,0.0013742999761579,0.0012378376625497012,0.0012378398493630982,
NTRIR2x,NTRIR2x,0.0,0.0,0.0,
OCBT,OCBT,0.178449051162024,0.16072979713836547,0.16073008108987943,
GARFT,GARFT,0.20312913795946005,0.1829592532126792,0.18295957643561514,
GPDDA1,GPDDA1,0.0,0.0,0.0,
GPDDA2,GPDDA2,0.0,0.0,0.0,
PHETA1,PHETA1,0.0,0.10067076143654756,0.10067093928543204,
PPND,PPND,0.08332613626280493,0.07505219495778756,0.0750523275479156,
TRPS1,TRPS1,0.0,0.0,0.0,
PRAMPC,PRAMPC,0.0571547107730697,0.05147948396607909,0.05147957491173864,
MCITL2,MCITL2,0.0,0.0,0.0,
DXYLK,DXYLK,0.0,0.0,0.0,
MDH3,MDH3,0.0,0.0,0.0,
SOTA,SOTA,0.0,0.0,0.0,
SGSAD,SGSAD,0.0,0.0,0.0,
PTA2,PTA2,0.0,0.0,0.0,
MDH2,MDH2,0.6270222525978814,0.0,0.0,
ACOTA,ACOTA,0.0,0.16072979713836547,0.16073008108987943,
GPDDA5,GPDDA5,0.0,0.0,0.0,
PDX5PS,PDX5PS,0.00013453419432956723,0.00012117550427954609,0.00012117571835290715,
PPBNGS,PPBNGS,0.001076273554636538,0.0009694040342363687,0.0009694057468232571,
PPNCL2,PPNCL2,0.00040661904474514904,0.00036624345239638645,0.00036624409941651836,
PRAGSr,PRAGSr,0.27028522933161564,0.24344702197670526,0.24344745205972543,
PRFGS,PRFGS,0.27028522933161564,0.24344702197670526,0.24344745205972543,
EX_acac_e,EX_acac_e,0.0,0.0,0.0,
ETHAAL,ETHAAL,0.0,0.0,0.0,
MAN1PT2,MAN1PT2,0.0,0.0,0.0,
AP4AH,AP4AH,0.0,0.0,0.0,
AP5AH,AP5AH,0.0,0.0,0.0,
ADNCYC,ADNCYC,0.0,0.0,0.0,
MI1PP,MI1PP,0.0,0.0,0.0,
MCITS,MCITS,0.0,0.0,0.0,
PPAKr,PPAKr,0.0,0.0,0.0,
NTP3,NTP3,0.0,0.0,0.0,
PPM2,PPM2,0.0,0.0,0.0,
MOAT2,MOAT2,0.011737655985991302,0.010572155207456722,0.010572173884637496,
EX_adn_e,EX_adn_e,0.0,0.0,0.0,
EX_ins_e,EX_ins_e,0.0,0.0,0.0,
G6PDH2r,G6PDH2r,28.42487666925117,26.271092899264264,26.381979184484187,2.37
NADH5,NADH5,0.0,11.104189775536907,11.104191726241607,
MOHMT,MOHMT,0.00040661904474514904,0.00036624345239638645,0.00036624409941651836,
EX_glyc3p_e,EX_glyc3p_e,0.0,0.0,0.0,
EX_lcts_e,EX_lcts_e,0.0,0.0,0.0,
EX_nac_e,EX_nac_e,0.0,0.0,0.0,
EX_ocdca_e,EX_ocdca_e,0.0,-0.0,0.0,
GMPS,GMPS,0.14673759201072634,0.13216715495473297,0.13216738844637174,
FTHFLi,FTHFLi,0.0,0.0,0.0,
UDPGD,UDPGD,0.0,0.0,0.0,
GLCRD,GLCRD,0.0,0.0,0.0,
PPPNDO,PPPNDO,0.0,0.0,0.0,
CHRPL,CHRPL,0.0,0.00012117550427954609,0.00012117571835290715,
TDPAGTA,TDPAGTA,0.0,0.0,0.0,
UACMAMO,UACMAMO,0.0,0.0,0.0,
FBA3,FBA3,0.0,0.0,0.0,
PMPK,PMPK,0.00013453419432956723,0.00012117550427954609,0.00012117571835290715,
LCADi,LCADi,0.0,0.0,0.0,
ADK3,ADK3,0.8053627111366796,0.7253935189953298,0.7253948005037867,
GLUDC,GLUDC,0.0,0.0,0.0,
BSORy,BSORy,0.0,0.0,0.0,
ADSK,ADSK,0.1493039976729596,0.13447872713054076,0.1344789647058932,
HSDy,HSDy,0.0,0.37935377253886393,0.37935444271999996,
CYSTL,CYSTL,0.09285332907380277,0.08363337685726102,0.08363352460723897,
SHSL1,SHSL1,0.09285332907380277,0.08363337685726102,0.08363352460723897,
SSALy,SSALy,0.0,0.0,0.0,
EX_dad_2_e,EX_dad_2_e,0.0,0.0,0.0,
EX_ser__D_e,EX_ser__D_e,0.0,0.0,0.0,
EX_gam6p_e,EX_gam6p_e,0.0,0.0,0.0,
EX_15dap_e,EX_15dap_e,-0.0,-0.0,-0.0,
EX_ocdcea_e,EX_ocdcea_e,0.0,-0.0,0.0,
EX_cynt_e,EX_cynt_e,0.0,0.0,0.0,
EX_galctn__D_e,EX_galctn__D_e,0.0,-0.0,-0.0,
EX_glyb_e,EX_glyb_e,-0.0,-0.0,-0.0,
3HCINNMH,3HCINNMH,0.0,0.0,0.0,
BSORx,BSORx,0.0,0.0,0.0,
NMNt7pp,NMNt7pp,0.0,0.0,0.0,
GLUtex,GLUtex,0.0,0.0,0.0,
GLYtex,GLYtex,0.0,0.0,0.0,
GLYALDtex,GLYALDtex,0.0,0.0,0.0,
GLYBtex,GLYBtex,0.0,0.0,0.0,
GLYCtex,GLYCtex,0.0,0.0,0.0,
GLYC3Ptex,GLYC3Ptex,0.0,0.0,0.0,
GLYCLTtex,GLYCLTtex,0.0,0.0,0.0,
GTPtex,GTPtex,0.0,0.0,0.0,
GUAtex,GUAtex,0.0,0.0,0.0,
Htex,Htex,0.0,7.28865299054852,7.28864820057744,
H2tex,H2tex,0.0,0.0,0.0,
H2Otex,H2Otex,0.0,45.14403172299224,45.25493368349152,
FACOAL160t2pp,FACOAL160t2pp,0.0,0.0,0.0,
FACOAL180t2pp,FACOAL180t2pp,0.0,0.0,0.0,
SPODMpp,SPODMpp,0.0,0.0,0.0,
NO3R1bpp,NO3R1bpp,0.0,0.0,0.0,
O2tpp,O2tpp,31.05726927774227,28.720527541114933,28.60976161986745,
PHYTSpp,PHYTSpp,0.0,0.0,0.0,
PPTHpp,PPTHpp,0.0,0.0,0.0,
PYRt2rpp,PYRt2rpp,0.0,-2.0741319049561167,-2.2957744365429176,
NO3R2pp,NO3R2pp,0.0,0.0,0.0,
NTP3pp,NTP3pp,0.0,0.0,0.0,
NO3R2bpp,NO3R2bpp,0.0,0.0,0.0,
THD2pp,THD2pp,0.0,0.0,0.0,
TMAOR1pp,TMAOR1pp,0.0,0.0,0.0,
TMAOR2pp,TMAOR2pp,0.0,0.0,0.0,
XANtpp,XANtpp,0.0,0.0,0.0,
DAPtex,DAPtex,0.0,0.0,0.0,
12PPDStex,12PPDStex,0.0,0.0,0.0,
DDGLCNtex,DDGLCNtex,0.0,0.0,0.0,
26DAHtex,26DAHtex,0.0,0.0,0.0,
HCINNMtex,HCINNMtex,0.0,0.0,0.0,
HPPPNtex,HPPPNtex,0.0,0.0,0.0,
ACtex,ACtex,0.0,0.22165614233378106,1.8627055453634966e-10,
ACALDtex,ACALDtex,0.0,0.0,0.0,
ACMANAtex,ACMANAtex,0.0,0.0,0.0,
ACMUMtex,ACMUMtex,0.0,0.0,0.0,
ACACT7r,ACACT7r,0.0,0.0,0.0,
PSP_L,PSP_L,1.0033837727580728,0.9037519067607682,0.9037535033640919,1.57
ACACT2r,ACACT2r,0.0,0.0,0.0,
ACACT3r,ACACT3r,0.0,0.0,0.0,
ACACT4r,ACACT4r,0.0,0.0,0.0,
SUCCt2_2pp,SUCCt2_2pp,0.0,0.0,0.0,
SUCFUMtpp,SUCFUMtpp,0.0,0.0,0.0,
SUCptspp,SUCptspp,0.0,0.0,0.0,
SULabcpp,SULabcpp,0.0,0.0,0.0,
TSULabcpp,TSULabcpp,0.0,0.0,0.0,
TARTRt7pp,TARTRt7pp,0.0,0.0,0.0,
AHGDx,AHGDx,0.0,0.0,0.0,
TAURabcpp,TAURabcpp,0.0,0.0,0.0,
THMDt2pp_copy1,THMDt2pp_copy1,0.0,0.0,0.0,
EX_ca2_e,EX_ca2_e,0.0,-0.002828334079708688,-0.00282833907635373,
EX_so3_e,EX_so3_e,0.0,0.0,0.0,
Kt2pp,Kt2pp,0.0,0.10606551662258942,0.10606570400205832,
AKGt2rpp,AKGt2rpp,0.0,0.0,0.0,
XYLt2pp,XYLt2pp,0.0,0.0,0.0,
EX_ascb__L_e,EX_ascb__L_e,0.0,-0.0,-0.0,
EX_ala_B_e,EX_ala_B_e,0.0,0.0,0.0,
EX_agm_e,EX_agm_e,0.0,0.0,0.0,
EX_minohp_e,EX_minohp_e,0.0,-0.0,0.0,
EX_ppt_e,EX_ppt_e,0.0,0.0,0.0,
EX_hxa_e,EX_hxa_e,-0.0,0.0,-0.0,
EX_lyx__L_e,EX_lyx__L_e,0.0,-0.0,-0.0,
EX_acmum_e,EX_acmum_e,0.0,0.0,0.0,
EX_dca_e,EX_dca_e,0.0,0.0,-0.0,
EX_all__D_e,EX_all__D_e,0.0,-0.0,-0.0,
EX_octa_e,EX_octa_e,0.0,0.0,0.0,
EX_xylu__L_e,EX_xylu__L_e,0.0,0.0,0.0,
EX_gdp_e,EX_gdp_e,0.0,0.0,0.0,
EX_gtp_e,EX_gtp_e,-0.0,0.0,-0.0,
THMabcpp,THMabcpp,0.0,0.0,0.0,
THMDt2pp_copy2,THMDt2pp_copy2,0.0,0.0,0.0,
THRabcpp,THRabcpp,0.0,0.0,0.0,
TREptspp,TREptspp,0.0,0.0,0.0,
TRPt2rpp,TRPt2rpp,0.0,0.0,0.0,
TYRt2rpp,TYRt2rpp,0.0,0.0,0.0,
URIt2pp_copy1,URIt2pp_copy1,0.0,0.0,0.0,
URIt2pp_copy2,URIt2pp_copy2,0.0,0.0,0.0,
VALabcpp,VALabcpp,0.0,0.0,0.0,
XTSNt2rpp,XTSNt2rpp,0.0,0.0,0.0,
XYLabcpp,XYLabcpp,0.0,0.0,0.0,
XYLUt2pp,XYLUt2pp,0.0,0.0,0.0,
THRt4pp,THRt4pp,0.0,0.0,0.0,
EX_fruur_e,EX_fruur_e,0.0,0.0,0.0,
GALtex,GALtex,0.0,0.0,0.0,
GALCTtex,GALCTtex,0.0,0.0,0.0,
GALCTNtex,GALCTNtex,0.0,0.0,0.0,
GALTtex,GALTtex,0.0,0.0,0.0,
GALURtex,GALURtex,0.0,0.0,0.0,
GTPCI,GTPCI,0.00040360258298860013,0.00036352651283861796,0.00036352715505871933,
FDMO,FDMO,0.0,0.0,0.0,
FEOXAMabcpp,FEOXAMabcpp,0.0,0.0,0.0,
CBL1abcpp,CBL1abcpp,0.0,0.0,0.0,
ACACt2pp,ACACt2pp,0.0,0.0,0.0,
ACGAptspp,ACGAptspp,0.0,0.0,0.0,
ACMANAptspp,ACMANAptspp,0.0,0.0,0.0,
ACNAMt2pp,ACNAMt2pp,0.0,0.0,0.0,
CHOLD,CHOLD,0.0,0.0,0.0,
DRPA,DRPA,0.0,0.0,0.0,
TKT2,TKT2,9.125977189659492,8.442701708320286,8.479663248087281,0.06
EX_ch4_e,EX_ch4_e,-0.0,-0.0,-0.0,
FEENTERabcpp,FEENTERabcpp,0.0,0.0,0.0,
FECRMabcpp,FECRMabcpp,0.0,0.0,0.0,
GAMtex,GAMtex,0.0,0.0,0.0,
GBBTNtex,GBBTNtex,0.0,0.0,0.0,
ARBt2rpp,ARBt2rpp,0.0,0.0,0.0,
DAPabcpp,DAPabcpp,0.0,0.0,0.0,
CO2tpp,CO2tpp,0.0,28.720527541114933,28.60976161986745,
DHAtpp,DHAtpp,0.0,-0.7700623378568032,-0.7330994073280976,
DMSOR1pp,DMSOR1pp,0.0,0.0,0.0,
ARGabcpp,ARGabcpp,0.0,0.0,0.0,
ARGAGMt7pp,ARGAGMt7pp,0.0,0.0,0.0,
ASCBptspp,ASCBptspp,0.0,0.0,0.0,
ASNt2rpp,ASNt2rpp,0.0,0.0,0.0,
ASPabcpp,ASPabcpp,0.0,0.0,0.0,
ASPt2pp,ASPt2pp,0.0,0.0,0.0,
ASPt2_2pp,ASPt2_2pp,0.0,0.0,0.0,
ASPt2_3pp,ASPt2_3pp,0.0,0.0,0.0,
HIStex,HIStex,0.0,0.0,0.0,
HXAtex,HXAtex,0.0,0.0,0.0,
HYXNtex,HYXNtex,0.0,0.0,0.0,
IDONtex,IDONtex,0.0,0.0,0.0,
ILEtex,ILEtex,0.0,0.0,0.0,
INSTtex,INSTtex,0.0,0.0,0.0,
INStex,INStex,0.0,0.0,0.0,
Ktex,Ktex,0.0,0.10606551662258942,0.10606570400205832,
D_LACtex,D_LACtex,0.0,0.0,0.0,
NTD8pp,NTD8pp,0.0,0.0,0.0,
FRULYStex,FRULYStex,0.0,0.0,0.0,
EX_fad_e,EX_fad_e,0.0,0.0,0.0,
GALCTt2rpp,GALCTt2rpp,0.0,0.0,0.0,
GALt2pp,GALt2pp,0.0,0.0,0.0,
ASPtex,ASPtex,0.0,0.0,0.0,
ABUTt2pp,ABUTt2pp,0.0,0.0,0.0,
CYSabcpp,CYSabcpp,0.0,0.0,0.0,
SBTptspp,SBTptspp,0.0,0.0,0.0,
TREHpp,TREHpp,0.0,0.0,0.0,
CYTBDpp,CYTBDpp,0.0,0.0,0.0,
CYTBD2pp,CYTBD2pp,0.0,0.0,0.0,
ACALDtpp,ACALDtpp,0.0,0.0,0.0,
ACt2rpp,ACt2rpp,0.0,0.22165614233378106,1.8627055453634966e-10,
EX_fe3dcit_e,EX_fe3dcit_e,0.0,0.0,0.0,
EX_fe3hox_e,EX_fe3hox_e,0.0,0.0,-0.0,
EX_fecrm_e,EX_fecrm_e,0.0,-0.0,0.0,
EX_feenter_e,EX_feenter_e,-0.0,0.0,0.0,
EX_feoxam_e,EX_feoxam_e,-0.0,-0.0,-0.0,
EX_cbi_e,EX_cbi_e,-0.0,-0.0,-0.0,
EX_arbtn_fe3_e,EX_arbtn_fe3_e,0.0,0.0,0.0,
EX_cpgn_e,EX_cpgn_e,0.0,0.0,-0.0,
EX_adocbl_e,EX_adocbl_e,0.0,-0.0,-0.0,
ATPS4rpp,ATPS4rpp,61.19107660075447,54.80326629590007,54.8033686607296,
INDOLEtex,INDOLEtex,0.0,0.0,0.0,
L_LACtex,L_LACtex,0.0,0.0,0.0,
ACt4pp,ACt4pp,0.0,0.0,0.0,
ADEt2rpp,ADEt2rpp,0.0,0.0,0.0,
ADNt2pp_copy1,ADNt2pp_copy1,0.0,0.0,0.0,
ADNt2pp_copy2,ADNt2pp_copy2,0.0,0.0,0.0,
ALAabcpp,ALAabcpp,0.0,0.0,0.0,
ALLabcpp,ALLabcpp,0.0,0.0,0.0,
ALLTNt2rpp,ALLTNt2rpp,0.0,0.0,0.0,
ARBabcpp,ARBabcpp,0.0,0.0,0.0,
ECOAH8,ECOAH8,0.0,0.0,0.0,
GLCDpp,GLCDpp,0.0,0.0,0.0,
GUAtpp,GUAtpp,0.0,0.0,0.0,
HYD2pp,HYD2pp,0.0,0.0,0.0,
HYXNtpp,HYXNtpp,0.0,0.0,0.0,
NACtpp,NACtpp,0.0,0.0,0.0,
FE3DCITabcpp,FE3DCITabcpp,0.0,0.0,0.0,
CPGNtonex,CPGNtonex,0.0,0.0,0.0,
GLCRtex,GLCRtex,0.0,0.0,0.0,
GLCNtex,GLCNtex,0.0,0.0,0.0,
GLCURtex,GLCURtex,0.0,0.0,0.0,
GLNtex,GLNtex,0.0,0.0,0.0,
O2tex,O2tex,0.0,28.720527541114933,28.60976161986745,
EX_ppa_e,EX_ppa_e,0.0,-0.0,-0.0,
OCTAtex,OCTAtex,0.0,0.0,0.0,
ORNtex,ORNtex,0.0,0.0,0.0,
ECOAH5,ECOAH5,0.0,0.0,0.0,
DHFS,DHFS,0.00040360258298860013,0.00036352651283861796,0.00036352715505871933,
CITt7pp,CITt7pp,0.0,0.0,0.0,
CRNt7pp,CRNt7pp,0.0,0.0,0.0,
EX_ni2_e,EX_ni2_e,0.0,-0.0001755142954362932,-0.00017551460550667717,
EX_no_e,EX_no_e,0.0,0.0,0.0,
CHLabcpp,CHLabcpp,0.0,0.0,0.0,
DGSNt2pp,DGSNt2pp,0.0,0.0,0.0,
DINSt2pp,DINSt2pp,0.0,0.0,0.0,
DURIt2pp,DURIt2pp,0.0,0.0,0.0,
FE2abcpp,FE2abcpp,0.0,0.0,0.0,
FRUptspp,FRUptspp,0.0,0.0,0.0,
FUCtpp,FUCtpp,0.0,0.0,0.0,
FUMt2_2pp,FUMt2_2pp,0.0,0.0,0.0,
FUMt2_3pp,FUMt2_3pp,0.0,0.0,0.0,
FEENTERtonex,FEENTERtonex,0.0,0.0,0.0,
CSNt2pp,CSNt2pp,0.0,0.0,0.0,
CYNTt2pp,CYNTt2pp,0.0,0.0,0.0,
CYTDt2pp_copy1,CYTDt2pp_copy1,0.0,0.0,0.0,
CYTDt2pp_copy2,CYTDt2pp_copy2,0.0,0.0,0.0,
DADNt2pp,DADNt2pp,0.0,0.0,0.0,
DCYTt2pp,DCYTt2pp,0.0,0.0,0.0,
DDGLCNt2rpp,DDGLCNt2rpp,0.0,0.0,0.0,
RMNtex,RMNtex,0.0,0.0,0.0,
EX_meoh_e,EX_meoh_e,1.2065847025073295e-06,1.0867758231349425e-06,1.0867777430754003e-06,
MALTTRtexi,MALTTRtexi,0.0,0.0,0.0,
MALTTTRtexi,MALTTTRtexi,0.0,0.0,0.0,
MALTPTtexi,MALTPTtexi,0.0,0.0,0.0,
MALTtexi,MALTtexi,0.0,0.0,0.0,
GLCtex_copy1,GLCtex_copy1,0.0,0.0,0.0,
FE3DCITtonex,FE3DCITtonex,0.0,0.0,0.0,
PHEtex,PHEtex,0.0,0.0,0.0,
