,fluxes,kcat,MW,kcat_MW,source,equ
2AGPEAT140,0.0,,,,,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c
2AGPEAT120,0.0,,,,,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c
2AGPEAT161,0.0,,,,,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c
2AGPEAT141,0.0,,,,,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c
2AGPGAT160,0.0,,,,,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c
LPLIPAL2ATG140,0.0,,,,,2agpg140_c + pg140_c --> apg140_c + g3pg_c
LPLIPAL2ATG141,0.0,,,,,2agpg141_c + pg141_c --> apg141_c + g3pg_c
LPLIPAL2ATG160,0.0,,,,,2agpg160_c + pg160_c --> apg160_c + g3pg_c
LPLIPAL2ATG180,0.0,,,,,2agpg180_c + pg180_c --> apg180_c + g3pg_c
LPLIPAL2ATG161,0.0,,,,,2agpg161_c + pg161_c --> apg161_c + g3pg_c
LPLIPAL2ATG181,0.0,,,,,2agpg181_c + pg181_c --> apg181_c + g3pg_c
CLPNS180pp_num1,0.0,,,,,2.0 pg180_p --> clpn180_p + glyc_p
CLPNS181pp_num1,0.0,,,,,2.0 pg181_p --> clpn181_p + glyc_p
PG161abcpp,0.0,,,,,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c
PGP120abcpp,0.0,,,,,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c
PGP161abcpp,0.0,,,,,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c
PGP181abcpp,0.0,,,,,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c
PA120abcpp,0.0,,,,,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c
PLIPA1G120pp,0.0,,,,,h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p
CLPNS120pp_num1,0.0,,,,,2.0 pg120_p --> clpn120_p + glyc_p
ALPATE160pp,0.0,,,,,alpp_p + pe160_p --> 2agpe160_p + lpp_p
ALPATG160pp,0.0,,,,,alpp_p + pg160_p --> 2agpg160_p + lpp_p
2AGPGAT120,0.0,,,,,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c
LPLIPAL2ATE120,0.0,,,,,2agpe120_c + pg120_c --> apg120_c + g3pe_c
LPLIPAL2ATE140,0.0,,,,,2agpe140_c + pg140_c --> apg140_c + g3pe_c
LPLIPAL2ATE160,0.0,,,,,2agpe160_c + pg160_c --> apg160_c + g3pe_c
LPLIPAL2ATE180,0.0,,,,,2agpe180_c + pg180_c --> apg180_c + g3pe_c
LPLIPAL2ATE141,0.0,,,,,2agpe141_c + pg141_c --> apg141_c + g3pe_c
LPLIPAL2ATE161,0.0,,,,,2agpe161_c + pg161_c --> apg161_c + g3pe_c
LPLIPAL2ATE181,0.0,,,,,2agpe181_c + pg181_c --> apg181_c + g3pe_c
FACOAL141t2pp_num1,0.0,,,,,atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c
FACOAL161t2pp_num1,0.0,,,,,atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c
PA160abcpp,0.0,,,,,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c
PA181abcpp,0.0,,,,,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c
12DGR141tipp,0.0,,,,,12dgr141_p --> 12dgr141_c
PGPP140pp_num1,0.0,,,,,h2o_p + pgp140_p --> pg140_p + pi_p
PGPP141pp_num1,0.0,,,,,h2o_p + pgp141_p --> pg141_p + pi_p
PGPP160pp_num1,0.0,86400.0,19.4179,4449.502778364294,,h2o_p + pgp160_p --> pg160_p + pi_p
PGPP180pp_num1,0.0,86400.0,19.4179,4449.502778364294,,h2o_p + pgp180_p --> pg180_p + pi_p
CLPNH141pp,0.0,,,,,clpn141_p + h2o_p --> h_p + pa141_p + pg141_p
CLPNH160pp,0.0,,,,,clpn160_p + h2o_p --> h_p + pa160_p + pg160_p
CLPNH161pp,0.0,,,,,clpn161_p + h2o_p --> h_p + pa161_p + pg161_p
CLPNH181pp,0.0,,,,,clpn181_p + h2o_p --> h_p + pa181_p + pg181_p
PLIPA1E180pp,0.0,5803020.0,66.3254,87493.1775760116,,h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p
PLIPA1G140pp,0.0,,,,,h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p
PLIPA1G161pp,0.0,,,,,h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p
CLPNS160pp_num1,0.0,,,,,2.0 pg160_p --> clpn160_p + glyc_p
CLPNS161pp_num1,0.0,,,,,2.0 pg161_p --> clpn161_p + glyc_p
PG160abcpp,0.0,,,,,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c
PGP140abcpp,0.0,,,,,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c
PAPA120pp,0.0,,,,,h2o_p + pa120_p --> 12dgr120_p + pi_p
PAPA140pp,0.0,,,,,h2o_p + pa140_p --> 12dgr140_p + pi_p
PAPA141pp,0.0,,,,,h2o_p + pa141_p --> 12dgr141_p + pi_p
PAPA160pp,0.0,,,,,h2o_p + pa160_p --> 12dgr160_p + pi_p
PAPA161pp,0.0,,,,,h2o_p + pa161_p --> 12dgr161_p + pi_p
PAPA180pp,0.0,,,,,h2o_p + pa180_p --> 12dgr180_p + pi_p
HPYRI,0.0,,,,,hpyr_c --> 2h3oppan_c
FE3HOXUtex,0.0,,,,,fe3hox_un_c + h_p --> fe3hox_un_p + h_c
TPRDCOAS,0.0,,,,,atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c
ACGAM1PPpp,0.0,,,,,acgam1p_p + h2o_p --> acgam_p + pi_p
EX_dgmp_e,0.0,,,,,dgmp_e --> 
GAMptspp,0.0,239091.04845403595,295.8814,808.0638000700144,,gam_p + pep_c --> gam6p_c + pyr_c
GSNt2pp,0.0,,,,,gsn_p + h_p --> gsn_c + h_c
EX_4hoxpacd_e,-0.0,,,,,4hoxpacd_e --> 
GSNtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,gsn_e --> gsn_p
FORtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,for_e --> for_p
D_LACt2pp_num1,0.0,,,,,h_p + lac__D_p --> h_c + lac__D_c
RIBtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,rib__D_e --> rib__D_p
FLVRx,0.0,132284.34,26.2417,5040.9973439220785,,h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c
THMtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,thm_e --> thm_p
XYLUtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,xylu__L_e --> xylu__L_p
EX_manglyc_e,0.0,,,,,manglyc_e --> 
ALLtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,all__D_e --> all__D_p
GGPTRCO,0.0,,,,,ggptrc_c + h2o_c + o2_c --> ggbutal_c + h2o2_c + nh4_c
EX_metsox_R__L_e,0.0,,,,,metsox_R__L_e --> 
34dhpactex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,34dhpac_e --> 34dhpac_p
MALTHXtexi,0.0,30256880.925732873,149.7349,202069.66395765363,,malthx_e --> malthx_p
12PPDStpp,0.0,,,,,12ppd__S_p --> 12ppd__S_c
HYD1pp_num1,0.0,,,,,h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
EX_cl_e,0.0,,,,,cl_e --> 
FE3DHBZStonex_num1,0.0,,,,,fe3dhbzs_e + h_p --> fe3dhbzs_p + h_c
AACTOOR,0.0,,,,,aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c
H2tpp,0.0,,,,,h2_p --> h2_c
23DAPPAtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,23dappa_e --> 23dappa_p
ECAP3pp,0.0,,,,,eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p
FEOXAMtonex,0.0,,,,,feoxam_e + h_p --> feoxam_p + h_c
FMNRx_num1,0.0,188443.76727272727,42.5061,4433.334680733525,,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c
EX_3hpppn_e,0.0,,,,,3hpppn_e --> 
EX_man6p_e,0.0,,,,,man6p_e --> 
EX_tsul_e,-0.0,,,,,tsul_e --> 
PHEt2rpp_num1,0.0,,,,,h_p + phe__L_p --> h_c + phe__L_c
DHBS,0.0,12396.0,118.2229,104.85278232897349,,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c
EX_n2o_e,-0.0,,,,,n2o_e --> 
MDDCP1pp_num1,0.0,121835.83846153847,41.8486,2911.348013112469,,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
GUI2,0.0,244320.0,53.9866,4525.567455627877,,galur_c --> tagur_c
OMBZLM,0.0,,,,,2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c
EX_maltttr_e,0.0,,,,,maltttr_e --> 
GLYCK,0.0,990000.0,38.7341,25558.874480109258,,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c
MLTG5,0.0,469809.0,69.0402,6804.861515464903,,h2o_c + malthp_c --> glc__D_c + malthx_c
GPDDA3,0.0,7360.559999999998,27.4093,268.5424290295629,,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c
2DOXG6PP_num1,0.0,,,,,2doxg6p_c + h2o_c --> 2dglc_c + pi_c
OXAMTC,0.0,,,,,oxur_c + pi_c --> cbp_c + oxam_c
UDCPPtppi,0.0,,,,,udcpp_p --> udcpp_c
AGMH,0.0,,,,,anhgm_c + h2o_c --> acgam_c + anhm_c
MPTG_num1,0.0,,,,,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c
MPTG2_num1,0.0,,,,,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c
MCTP1App_num1,0.011577455692406629,,,,,murein5p5p_p --> ala__D_p + murein5px4p_p
MCTP2App_num1,0.0,,,,,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p
MCTP1Bpp_num1,0.0,,,,,murein5p5p_p --> alaala_p + murein5px3p_p
MELIBt3ipp,0.0,,,,,h_p + melib_c --> h_c + melib_p
EX_lipoate_e,0.0,,,,,lipoate_e --> 
EX_pydx_e,0.0,,,,,pydx_e --> 
EX_g1p_e,0.0,,,,,g1p_e --> 
GLCtex_copy2_num1,0.0,,,,,glc__D_e --> glc__D_p
NAt3pp_num1,0.0,,,,,h_p + na1_c --> h_c + na1_p
SFGTHi_num1,0.0,20931.42857142857,125.0357,167.40361809809968,,Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c
DHORDfum,0.0,,,,,dhor__S_c + fum_c --> orot_c + succ_c
K2L4Aabcpp,0.016212104358101585,,,,,atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c
DSBCGT,0.0,,,,,dsbcox_p + 2.0 gthrd_p --> dsbcrd_p + gthox_p
DSBGGT,0.0,,,,,dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p
DHNAOT4,0.0,,,,,dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c
AMPMS2,0.00018581924711434276,,,,,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c
DM_oxam_c,-0.0,,,,,oxam_c --> 
THIORDXi_num1,0.0,3429289.136842105,20.4693,167533.28823370146,,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c
PPPGO3,0.00018581924711434276,4009.545642008571,84.9042,47.22434982025119,,3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c
PDX5POi,0.0,929.52,51.0897,18.193882524266144,,o2_c + pdx5p_c --> h2o2_c + pydx5p_c
PDX5PO2,0.00018581924711434276,,,,,nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c
PLIPA1A181pp,0.0,,,,,h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p
LPLIPAL2A141,0.0,3725460.0,38.9778,95579.02190477654,,2tdec7eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdcea_c
HG2t3pp,0.0,,,,,h_p + hg2_c --> h_c + hg2_p
CYTBO3_4pp,48.03286637585751,2916341.0676528155,143.9296,20262.274526246278,,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c
EAR141x,0.0,52799.08398007392,111.4545,473.7277003626944,,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c
EAR181x,0.0,52799.08398007392,111.4545,473.7277003626944,,h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c
EAR181y,0.0,91201.22429083176,111.4545,818.2821177326332,,h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c
G3PAT141,0.0,107.082,100.0198,1.0706080196121168,,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT181,0.0,107.082,100.0198,1.0706080196121168,,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
DASYN140,0.0,20904.0,31.4534,664.6022369600743,,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c
DASYN180,0.0,20904.0,31.4534,664.6022369600743,,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c
DASYN141,0.0,20904.0,31.4534,664.6022369600743,,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c
CDAPPA160,0.0,,,,,cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c
CDAPPA141,0.0,,,,,cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c
PGSA141,0.0,,,,,cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c
EX_alaala_e,0.0,,,,,alaala_e --> 
EX_dtmp_e,0.0,,,,,dtmp_e --> 
5DOAN,0.00018748578744720682,,,,,dad_5_c + h2o_c --> 5drib_c + ade_c
DM_5drib_c,0.00018748578744720682,,,,,5drib_c --> 
MINOHPtexi,0.0,,,,,minohp_e --> minohp_p
12PPDRtpp,0.0,,,,,12ppd__R_p --> 12ppd__R_c
FACOAE120,0.0,39036.40615384616,127.8637,305.29701669704656,,ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c
3OAR120,0.17119702223379363,459837.7364445568,102.2401,4497.626043446327,,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c
3HAD80_num1,0.2965441868298311,36362.210582389416,37.9377,958.4716675599582,,3hoctACP_c --> h2o_c + toct2eACP_c
3HAD120_num1,0.0,36362.210582389416,102.1965,355.8068092585307,,3hddecACP_c --> h2o_c + tddec2eACP_c
EAR180x,0.0,52799.08398007392,111.4545,473.7277003626944,,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c
SO4t2pp,0.20983409331091332,,,,,h_p + so4_p --> h_c + so4_c
EAR180y,0.0,91201.22429083176,111.4545,818.2821177326332,,h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c
AGPAT120,0.0,,,,,1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c
PGPP120_num1,0.0,86400.0,19.4179,4449.502778364294,,h2o_c + pgp120_c --> pg120_c + pi_c
DAGK120,0.0,,,,,12dgr120_c + atp_c --> adp_c + h_c + pa120_c
PSSA180,0.0,,,,,cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c
PSSA161,0.06267358229801873,,,,,cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c
PSSA141,0.0,,,,,cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c
PSD160,0.05317430240069358,,,,,h_c + ps160_c --> co2_c + pe160_c
PSD161,0.06267358229801873,,,,,h_c + ps161_c --> co2_c + pe161_c
PSD180,0.0,,,,,h_c + ps180_c --> co2_c + pe180_c
COLIPAabcpp,0.0,,,,,atp_c + colipa_c + h2o_c --> adp_c + colipa_p + h_c + pi_c
PLIPA2A140pp,0.0,102572.83636363636,66.3254,1546.5091256688447,,h2o_p + pa140_p --> 1tdecg3p_p + h_p + ttdca_p
PLIPA2A141pp,0.0,102572.83636363636,66.3254,1546.5091256688447,,h2o_p + pa141_p --> 1tdec7eg3p_p + h_p + ttdcea_p
PLIPA2A180pp,0.0,102572.83636363636,66.3254,1546.5091256688447,,h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p
GAM6Pt6_2pp,0.0,,,,,gam6p_p + 2.0 pi_c --> gam6p_c + 2.0 pi_p
PPALtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,ppal_e --> ppal_p
CA2tex_num1,0.004337171216278718,555253.2783998153,41.2193,13470.711011584752,,ca2_e --> ca2_p
CUtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,cu_e --> cu_p
CU1Opp,0.0,,,,,4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p
SUCDi,0.4384782147675299,424713.73973171756,355.0713,1196.136493520365,,q8_c + succ_c --> fum_c + q8h2_c
LPLIPAL1E141pp,0.0,,,,,1agpe141_p + h2o_p --> g3pe_p + h_p + ttdcea_p
LALDO2x,0.0,764378496.0,309.694,2468173.4098820123,,h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c
12PPDRtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,12ppd__R_e --> 12ppd__R_p
LPLIPAL1E160pp,0.0,,,,,1agpe160_p + h2o_p --> g3pe_p + h_p + hdca_p
LPLIPAL1E180pp,0.0,,,,,1agpe180_p + h2o_p --> g3pe_p + h_p + ocdca_p
LPLIPAL1E181pp,0.0,,,,,1agpe181_p + h2o_p --> g3pe_p + h_p + ocdcea_p
LPLIPAL1G160pp,0.0,,,,,1agpg160_p + h2o_p --> g3pg_p + h_p + hdca_p
LPLIPAL1G161pp,0.0,,,,,1agpg161_p + h2o_p --> g3pg_p + h_p + hdcea_p
LPLIPAL1G120pp,0.0,,,,,1agpg120_p + h2o_p --> ddca_p + g3pg_p + h_p
PLIPA2E140pp,0.0,,,,,h2o_p + pe140_p --> 1agpe140_p + h_p + ttdca_p
PLIPA2E160pp,0.0,,,,,h2o_p + pe160_p --> 1agpe160_p + h_p + hdca_p
PLIPA2A161pp,0.0,,,,,h2o_p + pa161_p --> 1hdec9eg3p_p + h_p + hdcea_p
PLIPA2A181pp,0.0,,,,,h2o_p + pa181_p --> 1odec11eg3p_p + h_p + ocdcea_p
F6Ptex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,f6p_e --> f6p_p
GAMAN6Ptex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,gam6p_e --> gam6p_p
ALR4x,0.0,,,,,acetol_c + h_c + nadh_c --> 12ppd__R_c + nad_c
LPLIPAL1G141pp,0.0,,,,,1agpg141_p + h2o_p --> g3pg_p + h_p + ttdcea_p
LPLIPAL1G180pp,0.0,,,,,1agpg180_p + h2o_p --> g3pg_p + h_p + ocdca_p
LPLIPAL1G181pp,0.0,,,,,1agpg181_p + h2o_p --> g3pg_p + h_p + ocdcea_p
ACONIs,0.0,,,,,acon_T_c --> acon_C_c
ACONTb_num1,1.3339278342888854,629173.8171489454,186.99400000000003,3364.673824555576,,acon_C_c + h2o_c --> icit_c
GLCP2_num1,0.0,177517.96085106386,181.0425,980.531979237272,,bglycogen_c + pi_c --> g1p_c
F6Pt6_2pp,0.0,,,,,f6p_p + 2.0 pi_c --> f6p_c + 2.0 pi_p
PPALtpp,0.0,,,,,ppal_c --> ppal_p
PLIPA2E141pp,0.0,,,,,h2o_p + pe141_p --> 1agpe141_p + h_p + ttdcea_p
PLIPA2E181pp,0.0,,,,,h2o_p + pe181_p --> 1agpe181_p + h_p + ocdcea_p
PLIPA2G140pp,0.0,,,,,h2o_p + pg140_p --> 1agpg140_p + h_p + ttdca_p
3HAD161_num1,0.12534716459603745,,,,,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c
PLIPA2G160pp,0.0,,,,,h2o_p + pg160_p --> 1agpg160_p + h_p + hdca_p
PLIPA2G181pp,0.0,,,,,h2o_p + pg181_p --> 1agpg181_p + h_p + ocdcea_p
ASNS1,0.0,8057.250000000001,125.3166,64.29515323588416,,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c
EAR80y,0.2965441868298311,,,,,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c
EAR120y,0.17119702223379363,,,,,h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c
3OAR181,0.0,511637.3591853162,102.2401,5004.272875176337,,3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c
3HAD121_num1,0.12534716459603745,,,,,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c
EAR121y,0.12534716459603745,91201.22429083176,111.4545,818.2821177326332,,h_c + nadph_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_c
GTHRDHpp,0.0,44820.0,61.7672,725.6278413138365,,gthrd_p + h2o_p --> cgly_p + glu__L_p
PROGLYtex_num1,0.0,1684509.73279686,41.2193,40867.014548933636,,progly_e --> progly_p
EX_progly_e,0.0,,,,,progly_e --> 
MDDCP2pp_num1,0.0,121835.83846153847,47.7518,2551.439704085259,,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
MDDCP3pp_num1,0.0,121835.83846153847,47.7518,2551.439704085259,,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
EAR140x,0.0,,,,,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c
EAR40y,0.2965441868298311,,,,,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c
3OAS181,0.0,104.4,86.0906,1.2126759483613776,,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c
EAR161y,0.12534716459603745,91201.22429083176,111.4545,818.2821177326332,,h_c + nadph_c + t3c9palmeACP_c --> hdeACP_c + nadp_c
G3PAT140,0.0,107.082,100.0198,1.0706080196121168,,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c
G3PAT160,0.0,107.082,100.0198,1.0706080196121168,,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c
G3PAT161,0.0,107.082,100.0198,1.0706080196121168,,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c
AGPAT160,0.05317430240069358,,,,,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c
CDAPPA140,0.0,,,,,cdpdtdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa140_c
MLDCP1App_num1,0.0,576000.0,36.0819,15963.682622034874,,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p
EAR160y,0.10634860480138716,91201.22429083176,111.4545,818.2821177326332,,h_c + nadph_c + tpalm2eACP_c --> nadp_c + palmACP_c
EAR100y,0.17119702223379363,,,,,h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c
3OAR141,0.12534716459603745,511637.3591853162,102.2401,5004.272875176337,,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c
3OAR161,0.12534716459603745,511637.3591853162,102.2401,5004.272875176337,,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c
3HAD141_num1,0.0,,,,,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c
EAR121x,0.0,52799.08398007392,111.4545,473.7277003626944,,h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c
PSD140,0.0,,,,,h_c + ps140_c --> co2_c + pe140_c
MICITDr,0.0,67901.4514468368,186.99400000000003,363.12101696758606,,2mcacn_c + h2o_c --> micit_c
CDAPPA181,0.0,,,,,cdpdodec11eg_c + h2o_c --> cmp_c + 2.0 h_c + pa181_c
PGSA140,0.0,,,,,cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c
LPLIPAL1A141pp,0.0,3725460.0,94.4875,39428.07249636195,,1tdec7eg3p_p + h2o_p --> glyc3p_p + h_p + ttdcea_p
LPLIPAL1A180pp,0.0,3725460.0,94.4875,39428.07249636195,,1odecg3p_p + h2o_p --> glyc3p_p + h_p + ocdca_p
LPLIPAL1E140pp,0.0,,,,,1agpe140_p + h2o_p --> g3pe_p + h_p + ttdca_p
LPLIPAL1E161pp,0.0,,,,,1agpe161_p + h2o_p --> g3pe_p + h_p + hdcea_p
LPLIPAL1G140pp,0.0,,,,,1agpg140_p + h2o_p --> g3pg_p + h_p + ttdca_p
ACONTa_num1,1.3339278342888854,629173.8171489454,186.99400000000003,3364.673824555576,,cit_c --> acon_C_c + h2o_c
MLDCP2App_num1,0.0,576000.0,67.8117,8494.109423595042,,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p
12DGR140tipp,0.0,,,,,12dgr140_p --> 12dgr140_c
12DGR160tipp,0.0,,,,,12dgr160_p --> 12dgr160_c
12DGR180tipp,0.0,,,,,12dgr180_p --> 12dgr180_c
PGPP120pp_num1,0.0,86400.0,19.4179,4449.502778364294,,h2o_p + pgp120_p --> pg120_p + pi_p
PGPP181pp_num1,0.0,86400.0,19.4179,4449.502778364294,,h2o_p + pgp181_p --> pg181_p + pi_p
CLPNH120pp,0.0,,,,,clpn120_p + h2o_p --> h_p + pa120_p + pg120_p
CLPNH140pp,0.0,,,,,clpn140_p + h2o_p --> h_p + pa140_p + pg140_p
EX_12ppd__R_e,-0.0,,,,,12ppd__R_e --> 
PGSA181,0.0,,,,,cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c
PGPP140_num1,0.0,,,,,h2o_c + pgp140_c --> pg140_c + pi_c
PGPP141_num1,0.0,,,,,h2o_c + pgp141_c --> pg141_c + pi_c
MDDCP5pp_num1,0.0,121835.83846153847,47.7518,2551.439704085259,,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p
MLTGY3pp_num1,0.0,,,,,murein3p3p_p --> 2.0 anhgm3p_p
G3PAT180,0.0,107.082,100.0198,1.0706080196121168,,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c
AGPAT140,0.0,,,,,1tdecg3p_c + myrsACP_c --> ACP_c + pa140_c
PGSA160,0.0,,,,,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c
MLDCP2Bpp_num1,0.0,576000.0,36.0819,15963.682622034874,,h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p
3OAS140_num1,0.0,,,,,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c
3OAR140,0.17119702223379363,459837.7364445568,102.2401,4497.626043446327,,3omrsACP_c + h_c + nadph_c --> 3hmrsACP_c + nadp_c
3OAR160,0.10634860480138716,459837.7364445568,102.2401,4497.626043446327,,3opalmACP_c + h_c + nadph_c --> 3hpalmACP_c + nadp_c
PGSA161,0.0,,,,,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c
3HAD181_num1,0.0,,,,,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c
PGPP160_num1,0.0,86400.0,19.4179,4449.502778364294,,h2o_c + pgp160_c --> pg160_c + pi_c
PGPP180_num1,0.0,86400.0,19.4179,4449.502778364294,,h2o_c + pgp180_c --> pg180_c + pi_c
PGPP161_num1,0.0,86400.0,19.4179,4449.502778364294,,h2o_c + pgp161_c --> pg161_c + pi_c
PGPP181_num1,0.0,86400.0,29.0209,2977.1647330027668,,h2o_c + pgp181_c --> pg181_c + pi_c
